AppealRef,AppealSystemId,AppealID,Trialref,PersonRef,Centralauth,Reason,Appealexists,Appealdate,Appealdate_as_date,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"AP_LA_168","LA",168,"T_LA_1815",,"Privy_Council","tormenting_a_boy",1,"13_6_1704","06_13_04_00:00:00","LEM","08_14_02_15:05:56","LEM","08_14_02_15:06:06"
"AP_LA_169","LA",169,"T_LA_1756",,"Committee_of_Estates","confession",1,"16_6_1650","06_16_50_00:00:00","LEM","09_12_02_11:58:53","LEM","09_12_02_11:59:04"
"AP_LA_170","LA",170,"T_LA_2013",,,,1,"4_10_1649","10_04_49_00:00:00","LEM","09_17_02_11:32:13","LEM","09_17_02_11:32:34"
"AP_LA_171","LA",171,"T_LA_2009",,"Committee_of_Estates",,1,"4_10_1649","10_04_49_00:00:00","LEM","09_17_02_11:36:28","jhm","10_23_02_12:42:10"
"AP_LA_188","LA",188,"T_JO_1288",,,,1,,,"LEM","10_31_02_15:36:54","LEM","10_31_02_15:36:57"
"AP_LA_189","LA",189,"T_JO_1287",,,,1,,,"LEM","10_31_02_15:38:05","LEM","10_31_02_15:38:10"
"AP_LA_190","LA",190,"T_JO_1286",,,,1,,,"LEM","10_31_02_15:39:00","LEM","10_31_02_15:39:01"
"AP_LA_191","LA",191,"T_JO_1285",,,,1,,,"LEM","10_31_02_15:39:21","LEM","10_31_02_15:39:22"
"AP_LA_192","LA",192,"T_JO_1284",,,,1,,,"LEM","10_31_02_15:41:52","LEM","10_31_02_15:41:54"
"AP_LA_193","LA",193,"T_JO_1283",,,,1,,,"LEM","10_31_02_15:42:48","LEM","10_31_02_15:42:49"
"AP_LA_194","LA",194,"T_JO_1138",,,,1,,,"LEM","10_31_02_17:07:10","LEM","10_31_02_17:07:11"
"AP_LA_43","LA",43,"T_LA_206",,"Privy_Council","Presbytery_wanted_a_trial",1,"12_2_1601","02_12_01_00:00:00","LEM","06_25_01_12:20:44","LEM","06_25_01_12:23:45"
"AP_LA_72","LA",72,"T_LA_497",,"Privy_Council","request_for_commission_of_Justiciary",1,"30_7_1628","07_30_28_00:00:00","LEM","07_19_01_10:31:38","LEM","07_19_01_10:32:04"
"AP_LA_76","LA",76,"T_LA_83",,"Privy_Council","Presbytery_of_Muthill_could_not_get_him_to_confess",1,,,"LEM","08_14_01_13:38:47","LEM","05_02_02_15:39:13"
"AP_LA_77","LA",77,"T_LA_643",,"Privy_Council","remove_commissioners",1,"31_3_1629","03_31_29_00:00:00","LEM","08_16_01_13:56:14","LEM","08_16_01_13:56:30"
"AP_LA_78","LA",78,"T_LA_642",,"Privy_Council","removal_of_commissioners",1,"31_3_1629","03_31_29_00:00:00","LEM","08_16_01_14:02:40","LEM","08_16_01_14:02:55"
"AP_LA_79","LA",79,"T_LA_1025",,"Committee_of_Estates","for_trial",1,"27_9_1649","09_27_49_00:00:00","LEM","10_19_01_12:12:17","LEM","10_19_01_12:13:05"
"AP_LA_80","LA",80,"T_LA_1037",,"Privy_Council","trial",1,"1649","06_01_49_00:00:00","LEM","10_19_01_13:05:13","LEM","10_19_01_13:05:24"
"AP_LA_81","LA",81,"T_LA_1096",,"Privy_Council","trial",1,"21_3_1650","03_21_50_00:00:00","LEM","10_23_01_13:07:39","LEM","10_23_01_13:08:22"
