Parishref,ParishId,ParishSystemId,Parish_Name,Parish_TLA,PFID,Medieval_Diocese,Medieval_Deanery,Parish_County,Parish_Burgh,Parish_NGR_Letters,Parish_NGR_Easting,Parish_NGR_Northing,Date_Comment,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"P_ST_677",677,"ST","Cathcart","CAT",677,"Teviotdale","Rutherglen",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_678",678,"ST","Contin","CON",678,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_679",679,"ST","Cromarty","CRO",679,"Ross",,,,"NH",790,670,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_680",680,"ST","Cullicudden","CCX",680,"Ross",,,,"NH",649,650,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_681",681,"ST","Castleton","CSL",681,"Teviotdale","Teviotdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_682",682,"ST","Cavers_(Magna)","CAV",682,"Teviotdale","Teviotdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_683",683,"ST","Cavers_Parva","CPX",683,"Teviotdale","Teviotdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_684",684,"ST","Crailing","CLG",684,"Teviotdale","Teviotdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_685",685,"ST","Cunningsburgh","CBX",685,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_686",686,"ST","Caddenfoot","CFT",686,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_687",687,"ST","Clerkington","CEX",687,"Merse","Haddington",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_688",688,"ST","Campsie","CPS",688,"Teviotdale","Lennox",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_689",689,"ST","Clyne","CLY",689,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_690",690,"ST","Creich","CCH",690,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_691",691,"ST","Clayshant","CHX",691,"Rhinns","Rhinns",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_692",692,"ST","Cruggleton","CGX",692,"Rhinns","Farines",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_693",693,"ST","Carriden","CNX",693,"Merse",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_694",694,"ST","Dairsie","DAE",694,"Merse","Fife",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_695",695,"ST","Dailly","DAI",695,"Teviotdale","Carrick",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_696",696,"ST","Dalmellington","DAL",696,"Teviotdale","Kyle_&_Cunningham",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_697",697,"ST","Dalserf","DAS",697,"Teviotdale","Rutherglen",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_698",698,"ST","Daviot","DAV",698,"Garioch","Garioch",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_699",699,"ST","Dowally","DAX",699,"South_of_Forth","Atholl_&_Drumalbane",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_700",700,"ST","Dalry","DAY",700,"Rhinns","Desnes",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_701",701,"ST","Dalziel","DAZ",701,"Teviotdale","Rutherglen",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_702",702,"ST","Dunbog","DBG",702,"Merse","Fife",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_703",703,"ST","Dunbar","DBR",703,"Merse","Haddington",,,"NT",670,780,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_704",704,"ST","Dunbennan","DBX",704,"Strathspey","Strathbogie",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_705",705,"ST","Dalcross","DCX",705,"Strathspey","Inverness",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_706",706,"ST","Dunkeld_&_Dowally","DDA",706,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_707",707,"ST","Dundee","DDE",707,"Brechin",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_708",708,"ST","Dryfesdale","DDL",708,"Teviotdale","Annadale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_709",709,"ST","Dundonald","DDN",709,"Teviotdale","Kyle_&_Cunningham",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_710",710,"ST","Durisdeer","DDR",710,"Teviotdale","Nithsdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_711",711,"ST","Drumdelgie","DDX",711,"Strathspey","Strathbogie",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_712",712,"ST","Daviot_&_Dunlichity","DDY",712,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_713",713,"ST","Deerness","DEX",713,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_714",714,"ST","Dunfermline","DFL",714,"Merse","Fothriff",,,"NT",90,874,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_715",715,"ST","Dumfries","DFS",715,"Teviotdale","Nithsdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_716",716,"ST","Douglas","DGL",716,"Teviotdale","Lanark",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_717",717,"ST","Dalgarnock","DGX",717,"Teviotdale","Nithsdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_719",719,"ST","Dumeath","DHX",719,"Garioch","Marr",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_720",720,"ST","Dirleton","DIR",720,"Merse","Haddington",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_721",721,"ST","Dipple","DIX",721,"Strathspey","Elgin",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_723",723,"ST","Dunoon_&_Kilmun","DKM",723,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_724",724,"ST","Dunkeld_-_Holy_Trinity","DKX",724,"South_of_Forth",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_725",725,"ST","Dunblane_&_Lecropt","DLE",725,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_726",726,"ST","Dunlop","DLP",726,"Teviotdale","Kyle_&_Cunningham",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_727",727,"ST","Dalry","DLR",727,"Teviotdale","Kyle_&_Cunningham",,,"NS",292,495,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_728",728,"ST","Dallas","DLS",728,"Strathspey","Elgin",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_729",729,"ST","Dalarossie","DLX",729,"Strathspey","Inverness",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_730",730,"ST","Dalmeny","DMN",730,"Merse","Linlithgow",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_731",731,"ST","Dyke_&_Moy","DMY",731,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_732",732,"ST","Dunning","DNG",732,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_733",733,"ST","Dornoch","DNH",733,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_734",734,"ST","Dunnichen","DNN",734,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_735",735,"ST","Dunino","DNO",735,"Merse","Fife",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_736",736,"ST","Dunrossness","DNR",736,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_737",737,"ST","Duns","DNS",737,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_738",738,"ST","Dunnet","DNT",738,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_739",739,"ST","Dunninald","DNX",739,"Merse","Angus",,,"NO",700,540,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_740",740,"ST","Denny","DNY",740,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_741",741,"ST","Dollar","DOL",741,"South_of_Forth","Fife_&_Strathearn",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_742",742,"ST","Dornock","DOR",742,"Teviotdale","Annadale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_743",743,"ST","Dunoon","DOX",743,"Morvern","Glassary",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_744",744,"ST","Dunipace","DPC",744,"Merse","Linlithgow",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_745",745,"ST","Dolphinton","DPH",745,"Teviotdale","Lanark",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_746",746,"ST","Dupplin","DPX",746,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_747",747,"ST","Drainie","DRA",747,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_748",748,"ST","Dreghorn","DRE",748,"Teviotdale","Kyle_&_Cunningham",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_749",749,"ST","Dalrymple","DRL",749,"Teviotdale","Kyle_&_Cunningham",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_75",75,"ST","Cruden","CRU",75,"Garioch","Buchan",,,"NK",92,362,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_750",750,"ST","Duthil_&_Rothiemurchus","DRM",750,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_751",751,"ST","Dron","DRN",751,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_752",752,"ST","Drumoak","DRO",752,"Garioch","Garioch",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_753",753,"ST","Dores","DRS",753,"Strathspey","Inverness",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_754",754,"ST","Drumblade","DRU",754,"Garioch","Garioch",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_755",755,"ST","Drymen","DRY",755,"Teviotdale","Lennox",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_756",756,"ST","Drumelzier","DRZ",756,"Teviotdale","Peebles",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_757",757,"ST","Dunscore","DSC",757,"Teviotdale","Nithsdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_758",758,"ST","Duirinish","DSH",758,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_759",759,"ST","Deskford","DSK",759,"Garioch","Boyne",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_760",760,"ST","Dysart","DSX",760,"Merse","Fothriff",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_761",761,"ST","Dunsyre","DSY",761,"Teviotdale","Lanark",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_762",762,"ST","Delting","DTG",762,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_763",763,"ST","Dalton","DTN",763,"Teviotdale","Annadale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_764",764,"ST","Dunottar","DTR",764,"Merse","Mearns",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_765",765,"ST","Dalton_Parva","DTX",765,"Teviotdale","Annadale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_766",766,"ST","Dunbarney","DUB",766,"Merse","Gowrie",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_767",767,"ST","Duffus","DUF",767,"Strathspey","Elgin",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_768",768,"ST","Dull","DUL",768,"South_of_Forth","Atholl_&_Drumalbane",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_769",769,"ST","Dumbarton","DUM",769,"Teviotdale","Lennox",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_77",77,"ST","Abernethy","ANY",77,"Dunblane",,,,"NO",190,163,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_770",770,"ST","Dun","DUN",770,"Merse","Angus",,,"NO",665,600,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_771",771,"ST","Durris","DUR",771,"Merse","Mearns",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_772",772,"ST","Durness","DUS",772,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_773",773,"ST","Duddingston","DUX",773,"Merse","Linlithgow",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_774",774,"ST","Daviot","DVX",774,"Strathspey","Inverness",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_775",775,"ST","Dingwall","DWL",775,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_776",776,"ST","Dalbog","DXB",776,"Merse","Angus",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_777",777,"ST","Dunbeath","DXB",777,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_778",778,"ST","Dundurcas","DXD",778,"Strathspey","Elgin",,,"NJ",300,510,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_779",779,"ST","Dunblane","DXE",779,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_78",78,"ST","Strathmiglo","SLO",78,"South_of_Forth","Fife_&_Strathearn",,,"NO",210,100,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_780",780,"ST","Dumgree","DXG",780,"Teviotdale","Nithsdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_781",781,"ST","Dunkeld_-_St_Columba","DXK",781,"South_of_Forth",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_782",782,"ST","Dunlappie","DXL",782,"Merse","Angus",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_783",783,"ST","Dunrod","DXR",783,"Rhinns","Desnes",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_784",784,"ST","Dysart","DXS",784,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_785",785,"ST","Duthil","DXT",785,"Strathspey","Strathspey",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_786",786,"ST","Dyke","DXY",786,"Strathspey","Elgin",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_787",787,"ST","Dyce","DYC",787,"Garioch","Garioch",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_788",788,"ST","Dunlichity","DYX",788,"Strathspey","Inverness",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_789",789,"ST","Ettleton","EOX",789,"Teviotdale","Teviotdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_790",790,"ST","Echt","ECH",790,"Garioch","Marr",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_791",791,"ST","Ellon","ELL",791,"Garioch","Buchan",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_792",792,"ST","Essie","EEX",792,"Strathspey","Strathbogie",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_793",793,"ST","Eassie_&_Nevay","ENY",793,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_794",794,"ST","Eassie","EAX",794,"Merse","Angus",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_795",795,"ST","Ecclesjohn","EJX",795,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_796",796,"ST","Edzell","EZL",796,"Merse","Angus",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_797",797,"ST","Ethie","ETX",797,"Merse","Angus",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_798",798,"ST","Eilean_Munde","EMX",798,"Morvern","Morvern",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_799",799,"ST","Edindiack","EDX",799,"Strathspey","Strathbogie",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_800",800,"ST","Earlston","EAR",800,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_801",801,"ST","Eccles","ECC",801,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_802",802,"ST","Edrom","EDR",802,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_803",803,"ST","Ellem","ELX",803,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_804",804,"ST","Eyemouth","EYM",804,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_805",805,"ST","Ecclefechan","EFX",805,"Teviotdale","Annadale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_806",806,"ST","Eskdalemuir","ESK",806,"Teviotdale",,,,"NY",,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_807",807,"ST","Ewes","EWS",807,"Teviotdale","Eskdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_808",808,"ST","Overkirk_of_Ewes","EWX",808,"Teviotdale","Eskdale",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_809",809,"ST","Eilean_Fhianain","EIX",809,"Morvern","Morvern",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_810",810,"ST","East_Kilbride","EKB",810,"Teviotdale","Lanark",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_811",811,"ST","Edinburgh_St_Cuthbert","ECB",811,"Merse","Linlithgow",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_812",812,"ST","Edinburgh_St_Giles","EDI",812,"Merse","Linlithgow",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_813",813,"ST","Edinkillie","EDK",813,"Strathspey","Elgin",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_814",814,"ST","Elchies","ECX",814,"Strathspey","Elgin",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_815",815,"ST","Elgin_(St_Giles)","ELG",815,"Strathspey","Elgin",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_816",816,"ST","Essil","ESX",816,"Strathspey","Elgin",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_817",817,"ST","Eday","EDA",817,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_818",818,"ST","Egilsay","EGY",818,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_819",819,"ST","Evie_&_Rendall","ERL",819,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_820",820,"ST","Evie","EVX",820,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_821",821,"ST","Eddleston","EDD",821,"Teviotdale","Peebles",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_822",822,"ST","Errol","ERR",822,"Merse","Gowrie",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_823",823,"ST","Exmagirdle","EGX",823,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_824",824,"ST","Eaglesham","EAG",824,"Teviotdale","Rutherglen",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_825",825,"ST","Eastwood","EAS",825,"Teviotdale","Rutherglen",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_826",826,"ST","Erskine","ERS",826,"Teviotdale","Rutherglen",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_827",827,"ST","Edderton","EDT",827,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_828",828,"ST","Eye","EYX",828,"Isles",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_829",829,"ST","Ednam","EDM",829,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_830",830,"ST","Ettrick","ETK",830,"Teviotdale","Peebles",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_831",831,"ST","Eddrachilles","EDS",831,,,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_832",832,"ST","Kirkmadrine","ENX",832,"Rhinns","Farines",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_833",833,"ST","Ecclesmachan","ECM",833,"Merse","Linlithgow",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_834",834,"ST","Elie","ELI",834,"Merse","Fife",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_835",835,"ST","Fetternear","FNX",835,"Garioch","Marr",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_836",836,"ST","Fintray","FIN",836,"Garioch","Garioch",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_837",837,"ST","Forbes","FBX",837,"Garioch","Marr",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_838",838,"ST","Forgue","FOR",838,"Garioch","Garioch",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_839",839,"ST","Foveran","FOV",839,"Garioch","Buchan",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_840",840,"ST","Fraserburgh","FRA",840,"Garioch","Buchan",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_841",841,"ST","Fyvie","FYV",841,"Garioch","Buchan",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_842",842,"ST","Fetterangus","FSX",842,"Garioch","Buchan",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_843",843,"ST","Farnell","FAR",843,"Brechin",,,,"NO",620,550,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_844",844,"ST","Fern","FER",844,"South_of_Forth","Angus",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_845",845,"ST","Forfar","FRF",845,"Merse",,,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_846",846,"ST","Fowlis_Easter","FOE",846,"Merse","Gowrie",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_847",847,"ST","Forvie","FVX",847,"Garioch","Buchan",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_849",849,"ST","Fordyce","FRC",849,"Garioch","Boyne",,,"NJ",550,630,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_850",850,"ST","Forglen","FON",850,"Garioch","Boyne",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_851",851,"ST","Fishwick","FWX",851,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_852",852,"ST","Fogo","FOG",852,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_853",853,"ST","Foulden","FOU",853,"Merse","Merse",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_854",854,"ST","Falkland","FAL",854,"Merse","Fothriff",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_855",855,"ST","Ferry-Port-on-Craig","FPC",855,"Merse","Fife",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_856",856,"ST","Flisk","FLK",856,"Merse","Fife",,,"NO",313,226,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_857",857,"ST","Forgan","FGN",857,"Merse","Fife",,,"NO",446,259,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
"P_ST_858",858,"ST","Farnua","FRX",858,"Strathspey","Inverness",,,,,,,,"ST","03_15_01_14:34:10","ST","03_15_01_14:34:10"
