CommissionRef,CommissionSystemId,CommissionID,Trialref,Commbody,Commtype,Commexists,Commdate,Commdate_as_date,Seal,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"CO_LA_1081","LA",1081,"T_LA_1873","Privy_Council","Justiciary",1,"20_1_1631","01_20_31_00:00:00","signet",,"LEM","08_26_02_09:33:45","LEM","08_26_02_09:34:13"
"CO_LA_1082","LA",1082,"T_LA_1874","Privy_Council","Justiciary",1,"8_2_1631","02_08_31_00:00:00",,,"LEM","08_26_02_09:49:45","LEM","08_26_02_09:50:08"
"CO_LA_1083","LA",1083,"T_LA_787","Privy_Council","Justiciary",1,"17_2_1631","02_17_31_00:00:00",,,"LEM","08_26_02_09:54:14","LEM","08_26_02_09:54:25"
"CO_LA_1084","LA",1084,"T_LA_786","Privy_Council","Justiciary",1,"17_2_1631","02_17_31_00:00:00",,,"LEM","08_26_02_09:57:14","LEM","08_26_02_09:57:23"
"CO_LA_1085","LA",1085,"T_LA_1875","Privy_Council","Justiciary",1,"17_2_1631","02_17_31_00:00:00",,,"LEM","08_26_02_09:59:09","LEM","08_26_02_09:59:17"
"CO_LA_1086","LA",1086,"T_LA_786","Privy_Council","Justiciary",1,"20_4_1631","04_20_31_00:00:00",,,"LEM","08_26_02_10:02:11","LEM","08_26_02_10:02:42"
"CO_LA_1087","LA",1087,"T_LA_787","Privy_Council","Justiciary",1,"20_4_1631","04_20_31_00:00:00",,,"LEM","08_26_02_10:03:15","LEM","08_26_02_10:03:23"
"CO_LA_1088","LA",1088,"T_LA_1875","Privy_Council","Justiciary",1,"20_4_1631","04_20_31_00:00:00",,,"LEM","08_26_02_10:03:54","LEM","08_26_02_10:04:01"
"CO_LA_1089","LA",1089,"T_LA_1876","Privy_Council","Justiciary",1,"20_4_1631","04_20_31_00:00:00",,"They_were_to_report_back_to_the_Privy_Council_after_the_assize_returned_its_verdict.","LEM","08_26_02_10:09:48","LEM","08_26_02_10:10:15"
"CO_LA_109","LA",109,"T_LA_147","Privy_Council","Interrogation_and_Arrest",1,"16_3_1624","03_16_24_00:00:00","signet",,"LEM","06_18_01_12:34:16","LEM","06_18_01_12:35:58"
"CO_LA_1090","LA",1090,"T_LA_801","Privy_Council","Justiciary",1,"26_7_1631","07_26_31_00:00:00",,"the_officials_to_report_back_to_the_Privy_Council_with_the_verdict.","LEM","08_26_02_10:17:11","LEM","08_26_02_10:19:39"
"CO_LA_1091","LA",1091,"T_LA_1877","Privy_Council","Justiciary",1,"22_8_1631","08_22_31_00:00:00",,,"LEM","08_26_02_10:20:44","LEM","08_26_02_10:20:56"
"CO_LA_1092","LA",1092,"T_LA_1878","Privy_Council","Justiciary",1,"22_9_1631","09_22_31_00:00:00",,,"LEM","08_26_02_10:27:59","LEM","08_26_02_10:28:09"
"CO_LA_1093","LA",1093,"T_LA_1879","Privy_Council","Interrogation_and_Arrest",1,"3_11_1631","11_03_31_00:00:00",,"ordered_to_report_findings_back_to_the_PC","LEM","08_26_02_16:24:02","LEM","08_26_02_16:40:39"
"CO_LA_1094","LA",1094,"T_LA_1880","Privy_Council","Interrogation_and_Arrest",1,"3_11_1631","11_03_31_00:00:00",,"ordered_to_report_their_findings_to_the_PC","LEM","08_26_02_16:34:35","LEM","08_26_02_16:40:22"
"CO_LA_1095","LA",1095,"T_LA_1881","Privy_Council","Interrogation_and_Arrest",1,"3_11_1631","11_03_31_00:00:00",,"ordered_to_report_their_findings_to_the_PC","LEM","08_26_02_16:39:00","LEM","08_26_02_16:39:24"
"CO_LA_1096","LA",1096,"T_LA_1882","Privy_Council","Interrogation_and_Arrest",1,"3_11_1631","11_03_31_00:00:00",,"ordered_to_report_findings_to_the_PC","LEM","08_26_02_16:42:13","LEM","08_26_02_16:42:25"
"CO_LA_1097","LA",1097,"T_LA_1883","Privy_Council","Interrogation_and_Arrest",1,"3_11_1631","11_03_31_00:00:00",,"ordered_to_report_findings_to_the_PC","LEM","08_26_02_16:44:01","LEM","08_26_02_16:44:14"
"CO_LA_1098","LA",1098,"T_LA_1884","Privy_Council","Interrogation_and_Arrest",1,"3_11_1631","11_03_31_00:00:00",,"ordered_to_report_their_findings_to_the_PC","LEM","08_26_02_16:46:18","LEM","08_26_02_16:46:33"
"CO_LA_1099","LA",1099,"T_LA_1885","Privy_Council","Interrogation_and_Arrest",1,"3_11_1631","11_03_31_00:00:00",,"ordered_to_report_to_the_PC","LEM","08_26_02_16:48:41","LEM","08_26_02_16:48:55"
"CO_LA_110","LA",110,"T_LA_147","Privy_Council","Arrest",1,"22_8_1606","08_22_06_00:00:00",,"notice_to_arrest_her_on_caution_for_her_trial_to_report_to_Edinburgh_tolbooth_within_15_days_notice.__Also_the_assize_member_were_deemed_not_fit_persons_to_sit_in_judgement_of_witchcraft.","LEM","06_18_01_12:43:55","LEM","06_18_01_12:51:11"
"CO_LA_1100","LA",1100,"T_LA_1886","Privy_Council","Interrogation_and_Arrest",1,"3_11_1631","11_03_31_00:00:00",,"ordered_to_report_back_to_the_PC","LEM","08_26_02_16:50:14","LEM","08_26_02_16:50:26"
"CO_LA_1101","LA",1101,"T_LA_1887","Privy_Council","Interrogation_and_Arrest",1,"3_11_1631","11_03_31_00:00:00",,"ordered_to_report_back_to_the_PC","LEM","08_26_02_16:52:39","LEM","08_26_02_16:52:58"
"CO_LA_1102","LA",1102,"T_LA_1888","Privy_Council","Interrogation_and_Arrest",1,"3_11_1631","11_03_31_00:00:00",,"ordered_by_the_PC_to_report_back_with_findings","LEM","08_26_02_16:54:29","LEM","08_26_02_16:54:46"
"CO_LA_1103","LA",1103,"T_LA_1889","Privy_Council","Interrogation_and_Arrest",1,"3_11_1631","11_03_31_00:00:00",,"ordered_to_report_back_to_the_PC_with_their_findings","LEM","08_26_02_16:56:30","LEM","08_26_02_16:56:47"
"CO_LA_1104","LA",1104,"T_LA_808","Privy_Council","Justiciary",1,"19_1_1632","01_19_32_00:00:00",,,"LEM","08_26_02_17:03:37","LEM","08_26_02_17:04:12"
"CO_LA_1105","LA",1105,"T_LA_1890","Privy_Council","Justiciary",1,"29_1_1632","01_29_32_00:00:00",,,"LEM","08_26_02_17:10:05","LEM","08_26_02_17:10:24"
"CO_LA_1106","LA",1106,"T_LA_1891","Privy_Council","Justiciary",1,"29_1_1632","01_29_32_00:00:00",,,"LEM","08_26_02_17:17:33","LEM","08_26_02_17:17:48"
"CO_LA_1107","LA",1107,"T_LA_1880","Privy_Council","Justiciary",1,"25_1_1632","01_25_32_00:00:00",,,"LEM","08_26_02_17:20:50","LEM","08_26_02_17:20:59"
"CO_LA_1108","LA",1108,"T_LA_1881","Privy_Council","Justiciary",1,"25_1_1632","01_25_32_00:00:00",,,"LEM","08_26_02_17:21:52","LEM","08_26_02_17:22:01"
"CO_LA_1109","LA",1109,"T_LA_1882","Privy_Council","Justiciary",1,"25_1_1632","01_25_32_00:00:00",,,"LEM","08_26_02_17:26:04","LEM","08_26_02_17:26:15"
"CO_LA_111","LA",111,"T_LA_156","Privy_Council","Release",1,"28_3_1634","03_28_34_00:00:00",,,"LEM","06_18_01_15:19:38","LEM","06_18_01_15:20:15"
"CO_LA_1110","LA",1110,"T_LA_1892","Privy_Council","Justiciary",1,"25_1_1632","01_25_32_00:00:00",,,"LEM","08_26_02_17:32:12","LEM","08_26_02_17:32:21"
"CO_LA_1111","LA",1111,"T_LA_1893","Privy_Council","Justiciary",1,"25_1_1632","01_25_32_00:00:00",,,"LEM","08_26_02_17:33:47","LEM","08_26_02_17:33:54"
"CO_LA_1112","LA",1112,"T_LA_1894","Privy_Council","Justiciary",1,"25_1_1632","01_25_32_00:00:00",,,"LEM","08_26_02_17:35:52","LEM","08_26_02_17:35:59"
"CO_LA_1113","LA",1113,"T_LA_1886","Privy_Council","Justiciary",1,"29_3_1632","03_29_32_00:00:00",,,"LEM","08_26_02_17:39:54","LEM","08_26_02_17:40:22"
"CO_LA_1114","LA",1114,"T_LA_1883","Privy_Council","Justiciary",1,"29_3_1631","03_29_31_00:00:00",,,"LEM","08_26_02_17:46:11","LEM","08_26_02_17:46:22"
"CO_LA_1115","LA",1115,"T_LA_1888","Privy_Council","Justiciary",1,"29_3_1632","03_29_32_00:00:00",,,"LEM","08_26_02_17:47:37","LEM","08_26_02_17:47:48"
"CO_LA_1116","LA",1116,"T_LA_1895","Privy_Council","Justiciary",1,"29_3_1632","03_29_32_00:00:00",,,"LEM","08_26_02_17:49:59","LEM","08_26_02_17:50:06"
"CO_LA_1117","LA",1117,"T_LA_1896","Privy_Council","Justiciary",1,"29_3_1632","03_29_32_00:00:00",,,"LEM","08_26_02_17:51:09","LEM","08_26_02_17:51:16"
"CO_LA_1118","LA",1118,"T_LA_1897","Privy_Council","Justiciary",1,"29_3_1632","03_29_32_00:00:00",,,"LEM","08_26_02_17:52:42","LEM","08_26_02_17:52:50"
"CO_LA_1119","LA",1119,"T_LA_1898","Privy_Council","Justiciary",1,"13_4_1632","04_13_32_00:00:00",,,"LEM","08_26_02_18:20:09","LEM","08_26_02_18:20:17"
"CO_LA_112","LA",112,"T_LA_156","Privy_Council","Justiciary",1,"14_1_1634","01_14_34_00:00:00",,,"LEM","06_18_01_15:22:04","LEM","09_06_02_14:56:36"
"CO_LA_1120","LA",1120,"T_LA_1899","Privy_Council","Justiciary",1,"13_4_1632","04_13_32_00:00:00",,,"LEM","08_26_02_18:22:09","LEM","08_26_02_18:22:20"
"CO_LA_1121","LA",1121,"T_LA_1900","Privy_Council","Justiciary",1,"12_6_1632","06_12_32_00:00:00",,,"LEM","08_26_02_18:26:33","LEM","08_26_02_18:27:08"
"CO_LA_1122","LA",1122,"T_LA_1901","Privy_Council","Justiciary",1,"15_11_1632","11_15_32_00:00:00",,,"LEM","08_26_02_18:34:35","LEM","08_26_02_18:34:51"
"CO_LA_1123","LA",1123,"T_LA_1902","Privy_Council","Justiciary",1,"20_5_1633","05_20_33_00:00:00",,,"LEM","08_26_02_18:41:45","LEM","08_26_02_18:41:52"
"CO_LA_1124","LA",1124,"T_LA_1247","Privy_Council","Release",1,"6_1_1699","01_06_99_00:00:00","signet","Ordered_him_released_from_prison_until_he_could_stand_trial","LEM","08_28_02_10:48:54","LEM","08_28_02_10:49:41"
"CO_LA_1125","LA",1125,"T_LA_1937","Privy_Council","Justiciary",1,"30_12_1634","12_30_34_00:00:00",,,"LEM","08_28_02_17:35:09","LEM","08_28_02_17:35:30"
"CO_LA_1126","LA",1126,"T_LA_1938","Privy_Council","Justiciary",1,"26_2_1635","02_26_35_00:00:00",,,"LEM","08_28_02_17:45:25","LEM","08_28_02_17:45:36"
"CO_LA_1127","LA",1127,"T_LA_1939","Privy_Council","Arrest_and_Justiciary",1,"23_4_1642","04_23_42_00:00:00",,,"LEM","08_28_02_17:52:48","LEM","08_28_02_17:53:16"
"CO_LA_1128","LA",1128,"T_LA_1951","Committee_of_Estates","Justiciary",1,"2_5_1649","05_02_49_00:00:00",,,"LEM","08_30_02_14:02:47","LEM","10_31_02_10:29:48"
"CO_LA_1129","LA",1129,"T_JO_1640","Committee_of_Estates","Justiciary",1,"4_6_1649","06_04_49_00:00:00",,,"LEM","08_30_02_14:08:20","LEM","08_30_02_14:08:43"
"CO_LA_113","LA",113,"T_LA_158","Privy_Council","Justiciary",1,"21_8_1629","08_21_29_00:00:00","signet",,"LEM","06_20_01_10:05:16","LEM","06_20_01_10:05:35"
"CO_LA_1130","LA",1130,"T_LA_1952","Committee_of_Estates","Justiciary",1,"11_5_1649","05_11_49_00:00:00",,,"LEM","08_30_02_14:20:23","LEM","10_28_02_14:30:23"
"CO_LA_1131","LA",1131,"T_LA_1953","Committee_of_Estates","Justiciary",1,"11_5_1649","05_11_49_00:00:00",,,"LEM","08_30_02_14:23:25","LEM","10_28_02_14:31:06"
"CO_LA_1132","LA",1132,"T_LA_1954","Committee_of_Estates","Justiciary",1,"11_5_1649","05_11_49_00:00:00",,,"LEM","08_30_02_14:27:49","jhm","10_28_02_14:32:03"
"CO_LA_1133","LA",1133,"T_LA_1955","Committee_of_Estates","Justiciary",1,"11_5_1649","05_11_49_00:00:00",,,"LEM","08_30_02_14:31:26","LEM","10_28_02_14:31:27"
"CO_LA_1134","LA",1134,"T_LA_1956","Committee_of_Estates","Justiciary",1,"22_6_1649","06_22_49_00:00:00",,,"LEM","08_30_02_14:38:54","LEM","08_30_02_14:39:01"
"CO_LA_1135","LA",1135,"T_LA_1957","Committee_of_Estates","Justiciary",1,"22_5_1649","05_22_49_00:00:00",,,"LEM","08_30_02_14:46:50","LEM","08_30_02_14:46:59"
"CO_LA_1136","LA",1136,"T_LA_1958","Committee_of_Estates","Justiciary",1,"22_5_1649","05_22_49_00:00:00",,,"LEM","08_30_02_14:55:53","LEM","08_30_02_14:56:01"
"CO_LA_1137","LA",1137,"T_LA_1959","Committee_of_Estates","Justiciary",1,"22_5_1649","05_22_49_00:00:00",,,"LEM","08_30_02_14:59:23","LEM","08_30_02_14:59:28"
"CO_LA_1138","LA",1138,"T_LA_1960","Committee_of_Estates","Justiciary",1,"22_5_1649","05_22_49_00:00:00",,,"LEM","08_30_02_15:02:07","LEM","08_30_02_15:02:15"
"CO_LA_1139","LA",1139,"T_JO_1706","Committee_of_Estates","Justiciary",1,"22_5_1649","05_22_49_00:00:00",,,"LEM","08_30_02_15:05:06","LEM","08_30_02_15:05:33"
"CO_LA_114","LA",114,"T_LA_160","Privy_Council","Justiciary",1,"21_8_1629","08_21_29_00:00:00","signet",,"LEM","06_20_01_10:16:17","LEM","06_20_01_10:16:40"
"CO_LA_1140","LA",1140,"T_LA_1961","Committee_of_Estates","Justiciary",1,"8_8_1649","08_08_49_00:00:00",,,"LEM","08_30_02_15:16:57","LEM","09_03_02_14:45:29"
"CO_LA_1141","LA",1141,"T_JO_349","Committee_of_Estates","Justiciary",1,"16_8_1649","08_16_49_00:00:00",,,"LEM","08_30_02_15:21:35","LEM","08_30_02_15:21:54"
"CO_LA_1142","LA",1142,"T_JO_132","Committee_of_Estates","Justiciary",1,"16_8_1649","08_16_49_00:00:00",,,"LEM","08_30_02_15:42:45","LEM","08_30_02_15:43:04"
"CO_LA_1143","LA",1143,"T_LA_1962","Committee_of_Estates","Justiciary",1,"16_8_1649","08_16_49_00:00:00",,,"LEM","08_30_02_15:48:33","LEM","08_30_02_15:48:42"
"CO_LA_1144","LA",1144,"T_JO_126","Committee_of_Estates","Justiciary",1,"16_8_1649","08_16_49_00:00:00",,,"LEM","08_30_02_15:53:06","LEM","08_30_02_15:53:15"
"CO_LA_1145","LA",1145,"T_JO_127","Committee_of_Estates","Justiciary",1,"16_8_1649","08_16_49_00:00:00",,,"LEM","08_30_02_15:56:02","LEM","08_30_02_15:56:23"
"CO_LA_1146","LA",1146,"T_JO_128","Committee_of_Estates","Justiciary",1,"16_8_1649","08_16_49_00:00:00",,,"LEM","08_30_02_15:58:49","LEM","08_30_02_15:58:57"
"CO_LA_1147","LA",1147,"T_JO_129","Committee_of_Estates","Justiciary",1,"16_8_1649","08_16_49_00:00:00",,,"LEM","08_30_02_16:07:03","LEM","08_30_02_16:07:10"
"CO_LA_1148","LA",1148,"T_JO_1532","Committee_of_Estates","Justiciary",1,"21_8_1649","08_21_49_00:00:00",,,"LEM","08_30_02_16:27:16","LEM","08_30_02_16:27:35"
"CO_LA_1149","LA",1149,"T_JO_1533","Committee_of_Estates","Justiciary",1,"21_8_1649","08_21_49_00:00:00",,,"LEM","08_30_02_16:33:21","LEM","08_30_02_16:33:28"
"CO_LA_115","LA",115,"T_LA_162","Privy_Council","Justiciary",1,"3_7_1628","07_03_28_00:00:00","signest",,"LEM","06_20_01_10:33:34","LEM","06_20_01_10:33:47"
"CO_LA_1150","LA",1150,"T_LA_1963","Committee_of_Estates","Justiciary",1,"28_8_1649","08_28_49_00:00:00",,,"LEM","08_30_02_16:40:48","LEM","08_30_02_16:40:54"
"CO_LA_1151","LA",1151,"T_LA_1964","Committee_of_Estates","Justiciary",1,"28_8_1649","08_28_49_00:00:00",,,"LEM","08_30_02_16:42:08","LEM","08_30_02_16:42:18"
"CO_LA_1152","LA",1152,"T_LA_1965","Committee_of_Estates","Justiciary",1,"28_8_1649","08_28_49_00:00:00",,,"LEM","08_30_02_16:44:46","LEM","08_30_02_16:44:53"
"CO_LA_1153","LA",1153,"T_JO_136","Committee_of_Estates","Justiciary",1,"28_8_1649","08_28_49_00:00:00",,,"LEM","08_30_02_16:47:24","LEM","08_30_02_16:47:32"
"CO_LA_1154","LA",1154,"T_LA_1966","Committee_of_Estates","Justiciary",1,"28_8_1649","08_28_49_00:00:00",,,"LEM","08_30_02_16:50:39","LEM","08_30_02_16:50:47"
"CO_LA_1155","LA",1155,"T_LA_1967","Committee_of_Estates","Justiciary",1,"28_8_1649","08_28_49_00:00:00",,,"LEM","08_30_02_16:52:09","LEM","08_30_02_16:52:14"
"CO_LA_1156","LA",1156,"T_LA_1968","Committee_of_Estates","Justiciary",1,"7_9_1649","09_07_49_00:00:00",,,"LEM","09_02_02_11:58:57","LEM","09_02_02_11:59:18"
"CO_LA_1157","LA",1157,"T_LA_1969","Committee_of_Estates","Justiciary",1,"7_9_1649","09_07_49_00:00:00",,,"LEM","09_02_02_12:08:48","LEM","09_02_02_12:08:57"
"CO_LA_1158","LA",1158,"T_LA_1970","Committee_of_Estates","Justiciary",1,"7_9_1649","09_07_49_00:00:00",,,"LEM","09_02_02_12:10:25","LEM","09_02_02_12:10:31"
"CO_LA_1159","LA",1159,"T_LA_1971","Committee_of_Estates","Justiciary",1,"7_9_1649","09_07_49_00:00:00",,,"LEM","09_02_02_12:13:17","LEM","09_02_02_12:13:23"
"CO_LA_116","LA",116,"T_LA_164","Privy_Council","Justiciary",1,"3_7_1638","07_03_38_00:00:00","signet",,"LEM","06_20_01_10:41:45","LEM","06_20_01_10:42:30"
"CO_LA_1160","LA",1160,"T_JO_787","Committee_of_Estates","Justiciary",1,"7_9_1649","09_07_49_00:00:00",,,"LEM","09_02_02_12:27:17","LEM","09_02_02_12:27:29"
"CO_LA_1161","LA",1161,"T_LA_1972","Committee_of_Estates","Justiciary",1,"7_9_1649","09_07_49_00:00:00",,,"LEM","09_02_02_12:35:17","LEM","09_02_02_12:35:33"
"CO_LA_1162","LA",1162,"T_LA_1973","Committee_of_Estates","Justiciary",1,"7_9_1649","09_07_49_00:00:00",,,"LEM","09_02_02_12:42:30","LEM","09_02_02_12:42:39"
"CO_LA_1163","LA",1163,"T_LA_1974","Committee_of_Estates","Justiciary",1,"7_9_1649","09_07_49_00:00:00",,,"LEM","09_02_02_12:45:20","LEM","09_02_02_12:45:27"
"CO_LA_1164","LA",1164,"T_LA_1975","Committee_of_Estates","Justiciary",1,"7_9_1649","09_07_49_00:00:00",,,"LEM","09_02_02_12:47:16","LEM","09_02_02_12:47:22"
"CO_LA_1165","LA",1165,"T_LA_1976","Committee_of_Estates","Justiciary",1,"7_9_1649","09_07_49_00:00:00",,,"LEM","09_02_02_12:53:06","LEM","09_02_02_12:53:11"
"CO_LA_1166","LA",1166,"T_JO_351","Committee_of_Estates","Justiciary",1,"14_9_1649","09_14_49_00:00:00",,,"LEM","09_02_02_13:07:02","LEM","09_02_02_13:07:15"
"CO_LA_1167","LA",1167,"T_JO_352","Committee_of_Estates","Justiciary",1,"14_9_1649","09_14_49_00:00:00",,,"LEM","09_02_02_13:11:47","LEM","09_02_02_17:03:12"
"CO_LA_1168","LA",1168,"T_LA_1978","Committee_of_Estates","Justiciary",1,"14_9_1649","09_14_49_00:00:00",,,"LEM","09_03_02_11:35:35","LEM","10_28_02_14:44:55"
"CO_LA_1169","LA",1169,"T_LA_1979","Committee_of_Estates","Justiciary",1,"14_9_1649","09_14_49_00:00:00",,,"LEM","09_03_02_11:41:55","LEM","09_03_02_11:42:02"
"CO_LA_117","LA",117,"T_LA_165","Privy_Council","Justiciary",1,"3_7_1628","07_03_28_00:00:00","signet",,"LEM","06_20_01_10:44:07","LEM","06_20_01_10:44:20"
"CO_LA_1170","LA",1170,"T_LA_1980","Committee_of_Estates","Justiciary",1,"14_9_1649","09_14_49_00:00:00",,,"LEM","09_03_02_11:44:17","LEM","10_28_02_14:46:15"
"CO_LA_1171","LA",1171,"T_LA_1981","Committee_of_Estates","Justiciary",1,"14_9_1649","09_14_49_00:00:00",,,"LEM","09_03_02_11:46:42","LEM","10_28_02_14:45:46"
"CO_LA_1172","LA",1172,"T_LA_1982","Committee_of_Estates","Justiciary",1,"14_7_1649","07_14_49_00:00:00",,,"LEM","09_03_02_11:55:28","LEM","09_03_02_11:55:37"
"CO_LA_1173","LA",1173,"T_LA_1983","Committee_of_Estates","Justiciary",1,"14_7_1649","07_14_49_00:00:00",,,"LEM","09_03_02_11:56:59","LEM","09_03_02_11:57:03"
"CO_LA_1174","LA",1174,"T_LA_1984","Committee_of_Estates","Justiciary",1,"14_7_1649","07_14_49_00:00:00",,,"LEM","09_03_02_12:00:11","LEM","09_03_02_12:00:18"
"CO_LA_1175","LA",1175,"T_LA_1985","Committee_of_Estates","Justiciary",1,"27_9_1649","09_27_49_00:00:00",,,"LEM","09_03_02_12:03:09","LEM","09_03_02_12:03:23"
"CO_LA_1176","LA",1176,"T_LA_1986","Committee_of_Estates","Justiciary",1,"27_9_1649","09_27_49_00:00:00",,,"LEM","09_03_02_12:06:12","LEM","09_03_02_12:06:19"
"CO_LA_1177","LA",1177,"T_LA_1987","Committee_of_Estates","Justiciary",1,"27_9_1649","09_27_49_00:00:00",,,"LEM","09_03_02_12:10:42","LEM","09_03_02_12:10:48"
"CO_LA_1178","LA",1178,"T_LA_1988","Committee_of_Estates","Justiciary",1,"27_9_1649","09_27_49_00:00:00",,,"LEM","09_03_02_12:12:36","LEM","09_03_02_12:12:46"
"CO_LA_1179","LA",1179,"T_LA_1989","Committee_of_Estates","Justiciary",1,"27_9_1649","09_27_49_00:00:00",,,"LEM","09_03_02_12:22:27","LEM","09_03_02_12:22:33"
"CO_LA_118","LA",118,"T_LA_166","Privy_Council","Justiciary",1,"3_7_1628","07_03_28_00:00:00",,,"LEM","06_20_01_10:45:15","LEM","06_20_01_10:45:23"
"CO_LA_1180","LA",1180,"T_LA_1990","Committee_of_Estates","Justiciary",1,"27_9_1649","09_27_49_00:00:00",,,"LEM","09_03_02_12:25:07","LEM","09_03_02_12:25:14"
"CO_LA_1181","LA",1181,"T_LA_1991","Committee_of_Estates","Justiciary",1,"27_9_1649","09_27_49_00:00:00",,,"LEM","09_03_02_12:27:55","LEM","09_03_02_12:28:03"
"CO_LA_1182","LA",1182,"T_LA_1992","Committee_of_Estates","Justiciary",1,"27_9_1649","09_27_49_00:00:00",,,"LEM","09_03_02_12:30:43","LEM","09_03_02_12:30:55"
"CO_LA_1183","LA",1183,"T_JO_98","Committee_of_Estates","Justiciary",1,"27_9_1649","09_27_49_00:00:00",,,"LEM","09_03_02_12:34:58","LEM","09_03_02_12:35:12"
"CO_LA_1184","LA",1184,"T_LA_1993","Committee_of_Estates","Justiciary",1,"27_9_1649","09_27_49_00:00:00",,,"LEM","09_03_02_12:38:15","LEM","09_03_02_12:38:22"
"CO_LA_1185","LA",1185,"T_LA_1994","Committee_of_Estates","Justiciary",1,"27_9_1649","09_27_49_00:00:00",,,"LEM","09_03_02_12:39:30","LEM","09_03_02_12:39:36"
"CO_LA_1186","LA",1186,"T_LA_1995","Committee_of_Estates","Justiciary",1,"27_9_1649","09_27_49_00:00:00",,,"LEM","09_03_02_12:42:07","LEM","09_03_02_12:42:13"
"CO_LA_1187","LA",1187,"T_LA_1026","Committee_of_Estates","Justiciary",1,"27_9_1649","09_27_49_00:00:00",,,"LEM","09_03_02_13:12:35","LEM","09_03_02_13:12:43"
"CO_LA_1188","LA",1188,"T_LA_1027","Committee_of_Estates","Justiciary",1,"27_9_1649","09_27_49_00:00:00",,,"LEM","09_03_02_13:14:11","LEM","09_03_02_13:14:18"
"CO_LA_1189","LA",1189,"T_LA_1028","Committee_of_Estates","Justiciary",1,"27_9_1649","09_27_49_00:00:00",,,"LEM","09_03_02_13:14:39","LEM","09_03_02_13:14:47"
"CO_LA_119","LA",119,"T_LA_167",,"Justiciary",1,,,,,"LEM","06_20_01_12:15:40","LEM","06_20_01_12:15:46"
"CO_LA_1190","LA",1190,"T_LA_1996","Committee_of_Estates","Justiciary",1,"27_9_1649","09_27_49_00:00:00",,,"LEM","09_03_02_13:19:26","LEM","09_03_02_13:19:35"
"CO_LA_1191","LA",1191,"T_JO_1440","Committee_of_Estates","Justiciary",1,"27_9_1649","09_27_49_00:00:00",,,"LEM","09_03_02_13:22:31","LEM","09_03_02_13:22:40"
"CO_LA_1192","LA",1192,"T_LA_1997","Committee_of_Estates","Justiciary",1,"2_10_1649","10_02_49_00:00:00",,,"LEM","09_03_02_13:54:31","LEM","09_03_02_13:54:48"
"CO_LA_1193","LA",1193,"T_LA_1998","Committee_of_Estates","Justiciary",1,"2_10_1649","10_02_49_00:00:00",,,"LEM","09_03_02_13:56:16","LEM","09_03_02_13:56:25"
"CO_LA_1194","LA",1194,"T_LA_1999","Committee_of_Estates","Justiciary",1,"2_10_1649","10_02_49_00:00:00",,,"LEM","09_03_02_14:01:00","LEM","09_03_02_14:01:05"
"CO_LA_1195","LA",1195,"T_LA_2000","Committee_of_Estates","Justiciary",1,"2_10_1649","10_02_49_00:00:00",,,"LEM","09_03_02_14:02:27","LEM","09_03_02_14:02:32"
"CO_LA_1196","LA",1196,"T_LA_2001","Committee_of_Estates","Justiciary",1,"2_10_1649","10_02_49_00:00:00",,,"LEM","09_03_02_14:05:50","LEM","09_03_02_14:05:56"
"CO_LA_1197","LA",1197,"T_LA_2002","Committee_of_Estates","Justiciary",1,"2_10_1649","10_02_49_00:00:00",,,"LEM","09_03_02_14:07:13","LEM","09_03_02_14:07:30"
"CO_LA_1198","LA",1198,"T_LA_2003","Committee_of_Estates","Justiciary",1,"2_10_1649","10_02_49_00:00:00",,,"LEM","09_03_02_14:12:47","LEM","09_03_02_14:12:51"
"CO_LA_1199","LA",1199,"T_LA_2004","Committee_of_Estates","Justiciary",1,"9_10_1649","10_09_49_00:00:00",,,"LEM","09_03_02_14:22:50","LEM","09_03_02_14:22:58"
"CO_LA_120","LA",120,"T_LA_167","Privy_Council","Suspension_of_Justiciary",1,"4_6_1589","06_04_89_00:00:00",,"ordered_to_stop_local_trials_and_move_to_central_venue.__No_evidence_that_her_trial_was_heard_in_high_court_of_justiciary","LEM","06_20_01_12:15:48","LEM","06_20_01_12:17:06"
"CO_LA_1200","LA",1200,"T_LA_2005","Committee_of_Estates","Justiciary",1,"16_10_1649","10_16_49_00:00:00",,,"LEM","09_03_02_14:29:27","LEM","09_03_02_14:29:36"
"CO_LA_1201","LA",1201,"T_JO_360","Committee_of_Estates","Justiciary",1,"16_10_1649","10_16_49_00:00:00",,,"LEM","09_03_02_14:43:08","LEM","09_03_02_14:43:17"
"CO_LA_1202","LA",1202,"T_JO_359","Committee_of_Estates","Justiciary",1,"16_10_1649","10_16_49_00:00:00",,,"LEM","09_03_02_14:53:53","LEM","09_03_02_14:54:02"
"CO_LA_1203","LA",1203,"T_JO_361","Committee_of_Estates","Justiciary",1,"16_10_1649","10_16_49_00:00:00",,,"LEM","09_03_02_14:57:39","LEM","09_03_02_14:57:45"
"CO_LA_1204","LA",1204,"T_JO_362","Committee_of_Estates","Justiciary",1,"16_10_1649","10_16_49_00:00:00",,,"LEM","09_03_02_15:00:40","LEM","09_03_02_15:00:47"
"CO_LA_1205","LA",1205,"T_LA_2006","Committee_of_Estates","Justiciary",1,"16_10_1649","10_16_49_00:00:00",,,"LEM","09_03_02_15:04:12","LEM","09_03_02_15:04:28"
