CommissionRef,CommissionSystemId,CommissionID,Trialref,Commbody,Commtype,Commexists,Commdate,Commdate_as_date,Seal,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"CO_JO_798","JO",798,"T_JO_944","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,"commission_ordered_to_try_suspects_and_report_to_council_before_sentence,_?investigation","jhm","10_09_01_11:50:09","jhm","10_09_01_11:50:39"
"CO_JO_799","JO",799,"T_JO_945","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,"commission_ordered_to_try_suspects_and_report_to_council_before_sentence,_?investigation","jhm","10_09_01_11:54:05","jhm","10_09_01_11:56:13"
"CO_JO_800","JO",800,"T_JO_946","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,"commission_ordered_to_try_suspect_and_report_to_council_before_sentence,_?investigation","jhm","10_09_01_11:59:29","jhm","10_09_01_11:59:56"
"CO_JO_801","JO",801,"T_JO_947","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,"commission_ordered_to_try_suspects_and_report_to_council_before_sentence,_?investigation","jhm","10_09_01_12:05:51","jhm","10_09_01_12:06:16"
"CO_JO_802","JO",802,"T_JO_948","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,,"jhm","10_09_01_12:20:39","jhm","10_09_01_12:20:47"
"CO_JO_803","JO",803,"T_JO_949","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,,"jhm","10_09_01_12:24:00","jhm","10_09_01_12:24:07"
"CO_JO_804","JO",804,"T_JO_950","Privy_Council","Justiciary",1,"19_5_1662","05_19_62_00:00:00",,"To_try_suspect_and_report_to_council_before_sentence,_?investigation","jhm","10_09_01_12:40:09","jhm","10_21_02_16:10:21"
"CO_JO_805","JO",805,"T_JO_950","Privy_Council","Justiciary",1,"28_7_1662","07_28_62_00:00:00",,"To_try_suspect_who_had_confessed_to_witchcraft","jhm","10_09_01_12:40:47","jhm","10_21_02_16:10:26"
"CO_JO_806","JO",806,"T_JO_951","Privy_Council","Justiciary",1,"19_5_1662","05_19_62_00:00:00",,"commission_ordered_to_try_suspect_and_report_to_council_before_sentence,_?investigation","jhm","10_09_01_13:02:35","jhm","10_09_01_13:03:03"
"CO_JO_807","JO",807,"T_JO_952","Privy_Council","Justiciary",1,"19_5_1662","05_19_62_00:00:00",,"commission_to_try_accused_and_report_to_council_before_sentence,_?investigation","jhm","10_09_01_13:13:32","jhm","10_09_01_13:14:02"
"CO_JO_808","JO",808,"T_JO_952","Privy_Council","Justiciary",1,"10_7_1662","07_10_62_00:00:00",,"commission_to_try_accused_who_had_confessed_to_witchcraft","jhm","10_09_01_13:14:07","jhm","10_09_01_13:14:43"
"CO_JO_809","JO",809,"T_JO_951","Privy_Council","Justiciary",1,"10_7_1662","07_10_62_00:00:00",,"commission_to_try_accused_after_he_had_confessed","jhm","10_09_01_13:17:13","jhm","10_09_01_13:17:30"
"CO_JO_810","JO",810,"T_JO_953","Privy_Council","Justiciary",1,"19_5_1662","05_19_62_00:00:00",,"commission_ordered_to_try_suspect_and_report_to_council_before_sentence,_?investigation","jhm","10_09_01_13:27:28","jhm","10_09_01_13:27:55"
"CO_JO_811","JO",811,"T_JO_953","Privy_Council","Justiciary",1,"16_9_1662","09_16_62_00:00:00",,"commission_to_try_suspect_who_had_confessed_to_crime","jhm","10_09_01_13:36:26","jhm","10_09_01_13:36:52"
"CO_JO_812","JO",812,"T_JO_954","Privy_Council","Justiciary",1,"16_9_1662","09_16_62_00:00:00",,,"jhm","10_09_01_14:56:59","jhm","10_09_01_14:57:08"
"CO_JO_813","JO",813,"T_JO_955","Privy_Council","Justiciary",1,"19_5_1662","05_19_62_00:00:00",,"commission_to_try_accused_who_had_confessed_and_to_report_to_council_before_sentence","jhm","10_09_01_15:15:55","jhm","10_09_01_15:17:11"
"CO_JO_814","JO",814,"T_JO_956","Privy_Council","Justiciary",1,"19_5_1662","05_19_62_00:00:00",,"Commission_ordered_to_try_accused_after_she_had_confessed_and_report_to_council_before_sentence","jhm","10_09_01_15:23:17","jhm","10_09_01_15:23:51"
"CO_JO_815","JO",815,"T_JO_957","Privy_Council","Justiciary",1,"19_6_1662","06_19_62_00:00:00",,"order_to_transfer_accused_to_Edinburgh_to_be_tried_by_Justice_Deputes","jhm","10_09_01_15:31:01","jhm","10_09_01_15:35:51"
"CO_JO_816","JO",816,"T_JO_958","Privy_Council","Justiciary",1,"5_6_1662","06_05_62_00:00:00",,"husband_requested_trial_or_liberty,_PC_ordered_local_magistrates_to_report_on_process_to_them_by_12_6_1662_before_sentence","jhm","10_09_01_15:49:19","LEM","11_01_02_10:25:03"
"CO_JO_817","JO",817,"T_JO_959","Privy_Council","Justiciary",1,"12_6_1662","06_12_62_00:00:00",,"commission_to_try_but_confession_to_be_voluntary_and_accused_to_be_of_legal_age_and_mentally_fit_before_death_sentence_can_be_passed","jhm","10_09_01_16:08:58","jhm","10_18_02_12:43:20"
"CO_JO_818","JO",818,"T_JO_960","Privy_Council","Justiciary",1,"12_6_1662","06_12_62_00:00:00",,"PC_stressed_any_confessions_to_be_voluntary_and_the_accused_to_be_of_sound_mind_and_legal_age.","jhm","10_09_01_16:14:20","jhm","10_09_01_16:15:20"
"CO_JO_819","JO",819,"T_JO_961","Privy_Council","Justiciary",1,"12_6_1662","06_12_62_00:00:00",,"PC_stressed_no_torture_to_be_used_and_suspect_to_be_legally_and_mentally_competent","jhm","10_09_01_16:22:16","jhm","10_18_02_12:45:35"
"CO_JO_820","JO",820,"T_JO_962","Privy_Council","Justiciary",1,"12_6_1662","06_12_62_00:00:00",,"PC_stressed_no_torture_to_be_used,_and_accused_to_be_mentally_and_legally_competent","jhm","10_09_01_16:28:22","jhm","10_18_02_12:44:09"
"CO_JO_821","JO",821,"T_JO_963","Privy_Council","Justiciary",1,"12_6_1662","06_12_62_00:00:00",,,"jhm","10_10_01_09:33:47","jhm","10_10_01_09:33:56"
"CO_JO_822","JO",822,"T_JO_964","Privy_Council","Justiciary",1,"12_6_1662","06_12_62_00:00:00",,,"jhm","10_10_01_09:39:26","jhm","10_10_01_09:39:33"
"CO_JO_823","JO",823,"T_JO_965","Privy_Council","Justiciary",1,"12_6_1662","06_12_62_00:00:00",,,"jhm","10_10_01_09:58:21","jhm","10_10_01_09:59:10"
"CO_JO_824","JO",824,"T_JO_969","Privy_Council","Justiciary",1,"12_6_1662","06_12_62_00:00:00",,"response_to_petition_from_brother_requesting_release_or_trial,_noted_that_there_was_an_earlier_order_for_trial,_22_5_1662._Trial_to_be_held_before_12_7_1662.","jhm","10_11_01_09:11:42","jhm","10_11_01_09:14:20"
"CO_JO_825","JO",825,"T_JO_969","Privy_Council","Release",1,"16_9_1662","09_16_62_00:00:00",,"order_to_be_released_within_24_hours_on_caution_for_trial_at_later_date._Noted_that_there_was_another_commission_for_trial_from_8_8_1662_for_trial_by_1_9_1662_which_was_ignored.","jhm","10_11_01_09:14:21","jhm","10_11_01_09:16:42"
"CO_JO_826","JO",826,"T_JO_970","Privy_Council","Justiciary",1,"12_6_1662","06_12_62_00:00:00",,"order_to_try_the_accused_before_12_7_1662._This_was_in_response_to_a_petition_from_the_brother._Noted_that_there_was_an_earlier_commission_for_trial_from_22_5_1662_which_appeared_to_have_been_ignored.","jhm","10_11_01_09:25:11","jhm","10_11_01_09:26:36"
"CO_JO_827","JO",827,"T_JO_970","Privy_Council","Release",1,"16_9_1662","09_16_62_00:00:00",,"In_response_to_petition_from_brother._Noted_that_there_had_been_another_commission_from_8_8_1662_for_trial_by_1_9_1662_which_seems_to_have_been_ignored.","jhm","10_11_01_09:26:37","jhm","10_11_01_09:27:51"
"CO_JO_828","JO",828,"T_JO_971","Privy_Council","Justiciary",1,"26_6_1662","06_26_62_00:00:00",,,"jhm","10_11_01_09:58:24","jhm","10_11_01_09:58:37"
"CO_JO_829","JO",829,"T_JO_972","Privy_Council","Justiciary",1,"26_6_1662","06_26_62_00:00:00",,,"jhm","10_11_01_10:14:02","jhm","10_11_01_10:14:08"
"CO_JO_830","JO",830,"T_JO_973","Privy_Council","Justiciary",1,"26_6_1662","06_26_62_00:00:00",,,"jhm","10_11_01_10:26:21","jhm","10_11_01_10:26:32"
"CO_JO_831","JO",831,"T_JO_974","Privy_Council","Justiciary",1,"26_6_1662","06_26_62_00:00:00",,,"jhm","10_11_01_10:30:52","jhm","10_11_01_10:30:58"
"CO_JO_832","JO",832,"T_JO_975","Privy_Council","Justiciary",1,"26_6_1662","06_26_62_00:00:00",,,"jhm","10_11_01_10:35:55","jhm","10_11_01_10:36:01"
"CO_JO_833","JO",833,"T_JO_976","Privy_Council","Justiciary",1,"26_6_1662","06_26_62_00:00:00",,,"jhm","10_11_01_10:44:57","jhm","10_11_01_10:45:02"
"CO_JO_1","JO",1,"T_JO_1","Royal_Commision_-_Unknown_Origin","Arrest",1,"2_2_1597","02_02_97_00:00:00","Signet","This_commission_from_James_VI_permitted_arrest_and_trial.","jhm","05_16_01_15:19:15","jhm","05_16_01_15:23:20"
"CO_JO_1000","JO",1000,"T_JO_1706","Parliamentary","Arrest",1,"13_6_1661","06_13_61_00:00:00",,,"jhm","08_07_02_14:14:32","jhm","08_07_02_14:15:04"
"CO_JO_1001","JO",1001,"T_JO_1707","Parliamentary","Justiciary",1,"13_6_1661","06_13_61_00:00:00",,,"jhm","08_07_02_14:21:47","jhm","08_07_02_14:21:54"
"CO_JO_1002","JO",1002,"T_JO_1708","Parliamentary","Justiciary",1,"13_6_1661","06_13_61_00:00:00",,,"jhm","08_07_02_14:25:51","jhm","08_07_02_14:26:04"
"CO_JO_1003","JO",1003,"T_JO_1709","Parliamentary","Justiciary",1,"13_6_1661","06_13_61_00:00:00",,,"jhm","08_07_02_14:46:00","jhm","08_07_02_14:46:13"
"CO_JO_1004","JO",1004,"T_JO_1710","Parliamentary","Justiciary",1,"13_6_1661","06_13_61_00:00:00",,,"jhm","08_07_02_14:50:42","jhm","08_07_02_14:50:48"
"CO_JO_1005","JO",1005,"T_JO_1711","Parliamentary","Justiciary",1,"13_6_1661","06_13_61_00:00:00",,,"jhm","08_07_02_14:54:12","jhm","08_07_02_14:54:29"
"CO_JO_1006","JO",1006,"T_JO_1712","Parliamentary","Justiciary",1,"3_4_1661","04_03_61_00:00:00",,"Petition_to_parliament_form_Earl_of_Haddington._He_claimed_that_witchcraft_was_increasing_in_his_lands_and_had_imprisoned_the_suspects._He_also_claimed_that_two_of_them_were_accused_of_robbery_as_well.","jhm","08_07_02_15:23:57","jhm","08_07_02_15:24:07"
"CO_JO_1007","JO",1007,"T_JO_1713","Parliamentary","Justiciary",1,"3_4_1661","04_03_61_00:00:00",,"Petition_to_parliament_from_Earl_of_Haddington._He_claimed_that_witchcraft_was_increasing_in_his_lands_and_had_imprisoned_the_suspects._He_also_claimed_that_two_of_them_were_accused_of_robbery_as_well.","jhm","08_07_02_15:37:42","jhm","08_07_02_15:37:54"
"CO_JO_1008","JO",1008,"T_JO_1789","Parliamentary","Justiciary",1,"3_4_1661","04_03_61_00:00:00",,"Petition_to_parliament_from_Earl_of_Haddington._He_claimed_that_witchcraft_was_increasing_in_his_lands_and_had_imprisoned_the_suspects._He_also_claimed_that_two_of_them_were_accused_of_robbery_as_well.","jhm","08_07_02_16:09:21","jhm","08_07_02_16:09:29"
"CO_JO_1009","JO",1009,"T_JO_1790","Parliamentary","Justiciary",1,"3_4_1661","04_03_61_00:00:00",,"Petition_to_parliament_from_Earl_of_Haddington._He_claimed_that_witchcraft_was_increasing_in_his_lands_and_had_imprisoned_the_suspects._He_also_claimed_that_two_of_them_were_accused_of_robbery_as_well.","jhm","08_07_02_16:14:47","jhm","08_07_02_16:14:56"
"CO_JO_1010","JO",1010,"T_JO_1791","Parliamentary","Justiciary",1,"3_4_1661","04_03_61_00:00:00",,"Petition_to_parliament_from_Earl_of_Haddington._He_claimed_that_witchcraft_was_increasing_in_his_lands_and_had_imprisoned_the_suspects._He_also_claimed_that_two_of_them_were_accused_of_robbery_as_well.","jhm","08_07_02_16:20:33","jhm","08_07_02_16:20:42"
"CO_JO_1011","JO",1011,"T_LA_326","Parliamentary","Justiciary",1,"3_4_1661","04_03_61_00:00:00",,"Petition_to_parliament_from_Earl_of_Haddington._He_claimed_that_witchcraft_was_increasing_in_his_lands_and_had_imprisoned_the_suspects._He_also_claimed_that_two_of_them_were_accused_of_robbery_as_well.","jhm","08_07_02_16:25:46","jhm","08_07_02_16:26:09"
"CO_JO_1012","JO",1012,"T_JO_1792","Parliamentary","Justiciary",1,"3_4_1661","04_03_61_00:00:00",,,"jhm","08_07_02_16:32:23","jhm","09_26_02_16:18:03"
"CO_JO_1013","JO",1013,"T_JO_1632","Parliamentary","Justiciary",1,"3_4_1661","04_03_61_00:00:00",,,"jhm","08_07_02_16:37:23","jhm","09_26_02_16:22:37"
"CO_JO_1014","JO",1014,"T_JO_1793","Parliamentary","Justiciary",1,"3_4_1661","04_03_61_00:00:00",,,"jhm","08_07_02_16:43:04","jhm","09_26_02_16:25:17"
"CO_JO_1015","JO",1015,"T_JO_1794","Parliamentary","Justiciary",1,"3_4_1661","04_03_61_00:00:00",,,"jhm","08_07_02_16:46:26","jhm","09_26_02_16:27:47"
"CO_JO_1016","JO",1016,"T_JO_1795","Parliamentary","Justiciary",1,"3_4_1661","04_03_61_00:00:00",,,"jhm","08_09_02_10:53:21","jhm","09_26_02_16:31:46"
"CO_JO_1017","JO",1017,"T_JO_1796","Parliamentary","Justiciary",1,"3_4_1661","04_03_61_00:00:00",,,"jhm","08_09_02_11:00:19","jhm","09_26_02_16:33:58"
"CO_JO_1018","JO",1018,"T_JO_1797","Parliamentary","Justiciary",1,"3_4_1661","04_03_61_00:00:00",,"Earl_of_Haddington_petitioned_for_the_arrest_of_the_suspects._He_claimed_they_had_been_named_but_wanted_them_apprehended,_searched_and_tried.","jhm","08_09_02_11:03:23","jhm","08_09_02_11:03:33"
"CO_JO_1019","JO",1019,"T_JO_1798","Parliamentary","Justiciary",1,"3_4_1661","04_03_61_00:00:00",,"Earl_of_Haddington_petitioned_for_the_arrest_of_the_suspects._He_claimed_they_had_been_named_but_wanted_them_apprehended,_searched_and_tried.","jhm","08_09_02_11:06:35","jhm","08_09_02_11:06:42"
"CO_JO_1020","JO",1020,"T_JO_1799","Parliamentary","Justiciary",1,"3_4_1661","04_03_61_00:00:00",,"Earl_of_Haddington_petitioned_for_the_arrest_of_the_suspects._He_claimed_they_had_been_named_but_wanted_them_apprehended,_searched_and_tried.","jhm","08_09_02_11:14:14","jhm","08_09_02_11:14:33"
"CO_JO_1021","JO",1021,"T_JO_1799","Parliamentary","Justiciary",1,"28_5_1661","05_28_61_00:00:00",,,"jhm","08_09_02_11:21:46","jhm","08_09_02_11:21:58"
"CO_JO_1022","JO",1022,"T_JO_1713","Parliamentary","Justiciary",1,"3_4_1661","04_03_61_00:00:00",,"They_were_guilty_and_had_been_imprisoned.","jhm","08_09_02_11:36:16","jhm","08_09_02_11:49:40"
"CO_JO_1023","JO",1023,"T_JO_1789","Parliamentary","Justiciary",1,"3_4_1661","04_03_61_00:00:00",,"The_suspects_were_guity_and_were_imprisoned.","jhm","08_09_02_11:39:24","jhm","08_09_02_11:50:15"
"CO_JO_1024","JO",1024,"T_JO_1712","Parliamentary","Justiciary",1,"3_4_1661","04_03_61_00:00:00",,"The_suspects_were_guilty_and_were_imprisoned","jhm","08_09_02_11:41:09","jhm","08_09_02_11:50:20"
"CO_JO_1025","JO",1025,"T_JO_1790","Parliamentary","Justiciary",1,"3_4_1661","04_03_61_00:00:00",,"The_suspects_were_guilty_and_were_arrested","jhm","08_09_02_11:42:17","jhm","08_09_02_11:50:49"
"CO_JO_1026","JO",1026,"T_JO_1791","Parliamentary","Justiciary",1,"3_4_1661","04_03_61_00:00:00",,,"jhm","08_09_02_11:46:37","jhm","08_09_02_11:46:52"
"CO_JO_1027","JO",1027,"T_JO_1800","Parliamentary","Justiciary",1,"3_5_1661","05_03_61_00:00:00",,"Commission_issued_after_she_had_confessed.","jhm","08_09_02_12:07:16","jhm","09_30_02_15:27:55"
"CO_JO_1028","JO",1028,"T_JO_1801","Parliamentary","Justiciary",1,"3_5_1661","05_03_61_00:00:00",,"Commission_issued_after_she_had_confessed.","jhm","08_09_02_12:27:35","jhm","09_30_02_15:29:16"
"CO_JO_1029","JO",1029,"T_JO_1802","Parliamentary","Interrogation_and_Arrest",1,"3_5_1661","05_03_61_00:00:00",,,"jhm","08_09_02_12:38:12","jhm","08_09_02_12:47:22"
"CO_JO_1030","JO",1030,"T_JO_1803","Parliamentary","Interrogation_and_Arrest",1,"3_5_1661","05_03_61_00:00:00",,,"jhm","08_09_02_12:40:28","jhm","08_09_02_12:47:17"
"CO_JO_1031","JO",1031,"T_JO_1804","Parliamentary","Interrogation_and_Arrest",1,"3_5_1661","05_03_61_00:00:00",,,"jhm","08_09_02_12:44:10","jhm","08_09_02_12:46:32"
"CO_JO_1032","JO",1032,"T_JO_1797","Parliamentary","Justiciary",1,"3_5_1661","05_03_61_00:00:00",,,"jhm","08_09_02_12:49:09","jhm","08_09_02_12:49:16"
"CO_JO_1033","JO",1033,"T_JO_1805","Parliamentary","Justiciary",1,"3_5_1661","05_03_61_00:00:00",,,"jhm","08_09_02_12:55:49","jhm","08_09_02_12:55:55"
"CO_JO_1034","JO",1034,"T_JO_1799","Parliamentary","Arrest_and_Justiciary",1,"3_5_1661","05_03_61_00:00:00",,,"jhm","08_09_02_12:57:59","jhm","08_09_02_12:58:11"
"CO_JO_1035","JO",1035,"T_JO_1806","Parliamentary","Arrest_and_Justiciary",1,"3_5_1661","05_03_61_00:00:00",,,"jhm","08_09_02_13:00:13","jhm","08_09_02_13:00:24"
"CO_JO_1036","JO",1036,"T_JO_1807","Parliamentary","Arrest_and_Justiciary",1,"3_5_1661","05_03_61_00:00:00",,,"jhm","08_09_02_13:03:37","jhm","08_09_02_13:04:14"
"CO_JO_1037","JO",1037,"T_JO_1808","Parliamentary","Arrest_and_Justiciary",1,"3_5_1661","05_03_61_00:00:00",,,"jhm","08_09_02_13:05:40","jhm","08_09_02_13:06:32"
"CO_JO_1038","JO",1038,"T_JO_1809","Parliamentary","Arrest_and_Justiciary",1,"3_5_1661","05_03_61_00:00:00",,,"jhm","08_20_02_10:30:41","jhm","08_20_02_10:30:57"
"CO_JO_1039","JO",1039,"T_JO_1810","Parliamentary","Arrest_and_Justiciary",1,"3_5_1661","05_03_61_00:00:00",,"Commission_to_secure_the_accused.","jhm","08_20_02_10:38:18","jhm","09_30_02_15:40:29"
"CO_JO_1041","JO",1041,"T_JO_1812","Parliamentary","Justiciary",1,"9_5_1661","05_09_61_00:00:00",,,"jhm","08_20_02_10:53:54","jhm","08_20_02_10:54:46"
"CO_JO_1042","JO",1042,"T_JO_1813","Parliamentary","Justiciary",1,"9_5_1661","05_09_61_00:00:00",,,"jhm","08_20_02_10:57:10","jhm","08_20_02_10:57:28"
"CO_JO_1043","JO",1043,"T_JO_1814","Parliamentary","Justiciary",1,"9_5_1661","05_09_61_00:00:00",,,"jhm","08_20_02_11:08:23","jhm","08_20_02_11:08:30"
"CO_JO_1044","JO",1044,"T_JO_1815","Parliamentary","Justiciary",1,"9_5_1661","05_09_61_00:00:00",,,"jhm","08_20_02_11:14:28","jhm","08_20_02_11:14:34"
"CO_JO_1045","JO",1045,"T_JO_1816","Parliamentary","Justiciary",1,"9_5_1661","05_09_61_00:00:00",,,"jhm","08_20_02_11:29:53","jhm","08_20_02_11:30:13"
"CO_JO_1046","JO",1046,"T_JO_1817","Parliamentary","Justiciary",1,"9_5_1661","05_09_61_00:00:00",,,"jhm","08_20_02_11:37:41","jhm","08_20_02_11:37:47"
"CO_JO_1047","JO",1047,"T_JO_1818","Parliamentary","Arrest_and_Justiciary",1,"3_5_1661","05_03_61_00:00:00",,,"jhm","08_20_02_11:54:23","jhm","08_20_02_11:56:01"
"CO_JO_1048","JO",1048,"T_LA_318","Parliamentary","Arrest_and_Justiciary",1,"3_5_1661","05_03_61_00:00:00",,,"jhm","08_20_02_11:57:36","jhm","08_20_02_11:57:45"
"CO_JO_1049","JO",1049,"T_JO_1819","Parliamentary","Arrest_and_Justiciary",1,"3_5_1661","05_03_61_00:00:00",,,"jhm","08_20_02_12:05:45","jhm","08_20_02_12:06:00"
"CO_JO_1050","JO",1050,"T_JO_1820","Parliamentary","Justiciary",1,"22_5_1661","05_22_61_00:00:00",,,"jhm","08_20_02_12:11:55","jhm","08_20_02_12:13:17"
"CO_JO_1051","JO",1051,"T_JO_1821","Parliamentary","Justiciary",1,"22_5_1661","05_22_61_00:00:00",,,"jhm","08_20_02_12:17:20","jhm","08_20_02_12:18:10"
"CO_JO_1052","JO",1052,"T_JO_1822","Parliamentary","Justiciary",1,"22_5_1661","05_22_61_00:00:00",,,"jhm","08_20_02_12:21:43","jhm","08_20_02_12:21:48"
"CO_JO_1053","JO",1053,"T_JO_1823","Parliamentary","Justiciary",1,"22_5_1661","05_22_61_00:00:00",,,"jhm","08_20_02_12:27:26","jhm","08_20_02_12:27:31"
"CO_JO_1054","JO",1054,"T_JO_1824","Parliamentary","Justiciary",1,"22_5_1661","05_22_61_00:00:00",,"Commission_issued_after_she_had_confessed.","jhm","08_20_02_13:51:09","jhm","09_30_02_16:26:36"
"CO_JO_1055","JO",1055,"T_JO_1825","Parliamentary","Justiciary",1,"22_5_1661","05_22_61_00:00:00",,"Commission_issued_after_she_had_confessed.","jhm","08_20_02_13:55:06","jhm","09_30_02_16:28:04"
"CO_JO_1057","JO",1057,"T_JO_1808","Parliamentary","Justiciary",1,"28_5_1661","05_28_61_00:00:00",,,"jhm","08_20_02_14:11:01","jhm","08_20_02_14:11:10"
"CO_JO_1058","JO",1058,"T_JO_1809","Parliamentary","Justiciary",1,"28_5_1661","05_28_61_00:00:00",,,"jhm","08_20_02_14:14:38","jhm","08_20_02_14:14:46"
"CO_JO_1059","JO",1059,"T_JO_1826","Parliamentary","Justiciary",1,"28_5_1661","05_28_61_00:00:00",,,"jhm","08_20_02_14:18:19","jhm","08_20_02_14:18:28"
"CO_JO_1060","JO",1060,"T_JO_1028","Parliamentary","Justiciary",1,"7_6_1661","06_07_61_00:00:00",,,"jhm","08_20_02_14:24:24","jhm","08_20_02_14:24:34"
"CO_JO_1061","JO",1061,"T_JO_1027","Parliamentary","Justiciary",1,"7_6_1661","06_07_61_00:00:00",,,"jhm","08_20_02_14:33:22","jhm","08_20_02_14:33:38"
"CO_JO_1062","JO",1062,"T_JO_1827","Parliamentary","Arrest_and_Justiciary",1,"3_5_1661","05_03_61_00:00:00",,,"jhm","08_20_02_14:42:47","jhm","08_20_02_14:43:04"
"CO_JO_1063","JO",1063,"T_JO_1827","Parliamentary","Justiciary",1,"28_5_1661","05_28_61_00:00:00",,,"jhm","08_20_02_14:43:05","jhm","08_20_02_14:43:33"
"CO_JO_1064","JO",1064,"T_JO_1026","Parliamentary","Justiciary",1,"7_6_1661","06_07_61_00:00:00",,,"jhm","08_20_02_14:58:51","jhm","08_20_02_14:59:05"
"CO_JO_1065","JO",1065,"T_JO_1024","Parliamentary","Justiciary",1,"7_6_1661","06_07_61_00:00:00",,,"jhm","08_20_02_15:02:38","jhm","08_20_02_15:02:50"
"CO_JO_1066","JO",1066,"T_JO_1828","Parliamentary","Justiciary",1,"7_6_1661","06_07_61_00:00:00",,,"jhm","08_20_02_15:08:56","jhm","08_20_02_15:09:03"
"CO_JO_1068","JO",1068,"T_JO_1830","Parliamentary","Justiciary",1,"7_6_1661","06_07_61_00:00:00",,,"jhm","08_20_02_15:27:24","jhm","08_20_02_15:27:33"
"CO_JO_1069","JO",1069,"T_JO_1831","Parliamentary","Justiciary",1,"7_6_1661","06_07_61_00:00:00",,,"jhm","08_20_02_15:31:59","jhm","08_20_02_15:32:08"
"CO_JO_1070","JO",1070,"T_JO_1832","Parliamentary","Justiciary",1,"7_6_1661","06_07_61_00:00:00",,,"jhm","08_20_02_15:36:15","jhm","08_20_02_15:37:15"
"CO_JO_1071","JO",1071,"T_JO_1833","Parliamentary","Justiciary",1,"7_6_1661","06_07_61_00:00:00",,,"jhm","08_20_02_15:42:25","jhm","08_20_02_15:42:33"
"CO_JO_1072","JO",1072,"T_JO_1834","Parliamentary","Justiciary",1,"7_6_1661","06_07_61_00:00:00",,,"jhm","08_20_02_15:46:25","jhm","08_20_02_15:47:33"
"CO_JO_1073","JO",1073,"T_JO_1835","Parliamentary","Justiciary",1,"7_6_1661","06_07_61_00:00:00",,,"jhm","08_20_02_15:49:13","jhm","08_20_02_15:50:04"
"CO_JO_1074","JO",1074,"T_LA_1313","Parliamentary","Justiciary",1,"7_6_1661","06_07_61_00:00:00",,,"jhm","08_20_02_15:51:31","jhm","08_20_02_15:51:39"
"CO_JO_1075","JO",1075,"T_JO_1836","Parliamentary","Justiciary",1,"7_6_1661","06_07_61_00:00:00",,,"jhm","08_20_02_16:00:16","jhm","08_20_02_16:01:17"
"CO_JO_1076","JO",1076,"T_JO_1837","Parliamentary","Justiciary",1,"7_6_1661","06_07_61_00:00:00",,,"jhm","08_20_02_16:03:15","jhm","08_20_02_16:03:46"
"CO_JO_1077","JO",1077,"T_LA_1062","Parliamentary","Justiciary",1,"21_6_1649","06_21_49_00:00:00",,,"jhm","08_20_02_16:48:49","jhm","08_20_02_16:50:04"
"CO_JO_1078","JO",1078,"T_JO_95","Parliamentary","Justiciary",1,"21_6_1649","06_21_49_00:00:00",,,"jhm","08_20_02_16:52:37","jhm","08_20_02_16:52:53"
"CO_JO_1079","JO",1079,"T_JO_94","Parliamentary","Justiciary",1,"21_6_1649","06_21_49_00:00:00",,,"jhm","08_20_02_16:56:44","jhm","08_20_02_16:57:32"
"CO_JO_1080","JO",1080,"T_JO_1873","Privy_Council","Justiciary",1,"23_12_1628","12_23_28_00:00:00","Signet","To_hold_courts_to_try_the_accused.","jhm","08_26_02_14:31:15","jhm","10_01_02_15:18:43"
"CO_JO_1081","JO",1081,"T_JO_1882","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,,"jhm","08_27_02_13:34:31","LEM","10_30_02_14:01:58"
"CO_JO_1082","JO",1082,"T_JO_1885","Privy_Council","Justiciary",1,"7_5_1662","05_07_62_00:00:00",,,"jhm","08_28_02_15:46:16","jhm","10_08_02_15:24:37"
"CO_JO_1323","JO",1323,"T_JO_2116","Royal_Commision_-_Unknown_Origin","Justiciary",1,"22_11_1596","11_22_96_00:00:00",,"order_from_king_to_try_accused_before_his_justices_and_deputes","jhm","09_09_02_14:50:17","jhm","09_09_02_14:51:06"
"CO_JO_1324","JO",1324,"T_JO_2118","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,,"jhm","09_10_02_09:01:21","jhm","09_10_02_11:45:01"
"CO_JO_1325","JO",1325,"T_JO_2119","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,,"jhm","09_10_02_09:02:21","jhm","09_10_02_11:46:58"
"CO_JO_1326","JO",1326,"T_JO_2120","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,,"jhm","09_10_02_09:05:43","jhm","09_10_02_11:44:47"
"CO_JO_1327","JO",1327,"T_JO_2121","Royal_Commision_-_Unknown_Origin","Arrest_and_Justiciary",1,"25_10_1577","10_25_77_00:00:00",,,"jhm","09_10_02_09:45:15","jhm","09_10_02_11:44:35"
