Case_personRef,Case_personID,Case_personSystemId,CaseRef,PersonRef,Involvement,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"CP_JO_1403",1403,"JO","C_EGD_1861","JO_477","Minister","to_investigate","jhm","07_31_01_12:13:09","jhm","07_31_01_12:14:02"
"CP_JO_1404",1404,"JO","C_EGD_1817","JO_477","Minister","to_investigate","jhm","07_31_01_12:14:05","jhm","07_31_01_12:14:13"
"CP_JO_1405",1405,"JO","C_EGD_1861","JO_145","Witch-pricker","requested_by_presbytery_to_search_the_accused","jhm","07_31_01_13:05:52","jhm","07_31_01_13:06:25"
"CP_JO_1406",1406,"JO","C_EGD_1861","JO_472","Investigator",,"jhm","07_31_01_13:08:30","jhm","07_31_01_13:12:37"
"CP_JO_1407",1407,"JO","C_EGD_1861","JO_468","Commissioner",,"jhm","07_31_01_13:12:42","jhm","07_31_01_13:13:13"
"CP_JO_1408",1408,"JO","C_EGD_1861","JO_479","Commissioner",,"jhm","07_31_01_13:13:16","jhm","07_31_01_13:14:31"
"CP_JO_1409",1409,"JO","C_EGD_1861","JO_480","Commissioner",,"jhm","07_31_01_13:14:34","jhm","07_31_01_13:17:20"
"CP_JO_1410",1410,"JO","C_EGD_1861","JO_481","Commissioner",,"jhm","07_31_01_13:16:18","jhm","07_31_01_13:17:37"
"CP_JO_1411",1411,"JO","C_EGD_1817","JO_468","Commissioner","also_witnessed_confession","jhm","07_31_01_13:17:43","jhm","08_02_01_15:30:39"
"CP_JO_1412",1412,"JO","C_EGD_1817","JO_479","Commissioner",,"jhm","07_31_01_13:18:06","jhm","07_31_01_13:18:33"
"CP_JO_1413",1413,"JO","C_EGD_1817","JO_480","Commissioner",,"jhm","07_31_01_13:18:34","jhm","07_31_01_13:18:43"
"CP_JO_1414",1414,"JO","C_EGD_1817","JO_481","Commissioner",,"jhm","07_31_01_13:18:45","jhm","07_31_01_13:18:58"
"CP_JO_1415",1415,"JO","C_EGD_1817","JO_478","Investigator",,"jhm","07_31_01_13:19:18","jhm","07_31_01_13:19:30"
"CP_JO_1416",1416,"JO","C_EGD_1862","JO_470","Confession_Witness",,"jhm","07_31_01_14:46:18","jhm","07_31_01_14:46:30"
"CP_JO_1417",1417,"JO","C_EGD_1862","JO_482","Confession_Witness",,"jhm","07_31_01_14:46:41","jhm","07_31_01_14:47:25"
"CP_JO_1418",1418,"JO","C_EGD_1862","JO_478","Confession_Witness",,"jhm","07_31_01_14:47:26","jhm","07_31_01_14:47:49"
"CP_JO_1419",1419,"JO","C_EGD_1817","JO_483","Confession_Witness",,"jhm","07_31_01_14:51:44","jhm","07_31_01_14:52:54"
"CP_JO_1420",1420,"JO","C_EGD_2023","JO_483","Confession_Witness",,"jhm","07_31_01_15:16:01","jhm","07_31_01_15:16:10"
"CP_JO_1421",1421,"JO","C_EGD_2023","JO_478","Confession_Witness",,"jhm","07_31_01_15:16:20","jhm","07_31_01_15:16:47"
"CP_JO_1422",1422,"JO","C_EGD_2023","JO_484","Confession_Witness",,"jhm","07_31_01_15:16:48","jhm","07_31_01_15:18:00"
"CP_JO_1423",1423,"JO","C_EGD_1859","JO_483","Confession_Witness",,"jhm","07_31_01_15:34:11","jhm","07_31_01_15:34:19"
"CP_JO_1424",1424,"JO","C_EGD_1859","JO_485","Confession_Witness",,"jhm","07_31_01_15:34:24","jhm","07_31_01_15:35:29"
"CP_JO_1425",1425,"JO","C_EGD_1859","JO_486","Confession_Witness",,"jhm","07_31_01_15:35:31","jhm","07_31_01_15:36:02"
"CP_JO_1426",1426,"JO","C_EGD_1859","LA_1627","Confession_Witness",,"jhm","07_31_01_15:36:04","jhm","12_01_03_09:51:26"
"CP_JO_1427",1427,"JO","C_EGD_1859","JO_1272","Confession_Witness",,"jhm","07_31_01_15:37:14","jhm","11_20_03_13:53:39"
"CP_JO_1428",1428,"JO","C_EGD_1859","JO_488","Confession_Witness",,"jhm","07_31_01_15:38:12","jhm","07_31_01_15:38:58"
"CP_JO_1429",1429,"JO","C_EGD_2388","JO_477","Minister",,"jhm","07_31_01_16:14:18","jhm","07_31_01_16:14:30"
"CP_JO_1430",1430,"JO","C_EGD_1817","JO_489","Minister",,"jhm","08_01_01_10:03:12","jhm","08_01_01_10:04:35"
"CP_JO_1431",1431,"JO","C_EGD_1861","JO_489","Minister","to_investigate","jhm","08_01_01_10:05:10","jhm","08_01_01_10:05:36"
"CP_JO_1432",1432,"JO","C_EGD_1399","JO_490","Commissioner",,"jhm","08_01_01_10:50:03","jhm","08_01_01_10:50:09"
"CP_JO_1433",1433,"JO","C_EGD_1399","LA_1660","Commissioner",,"jhm","08_01_01_10:50:11","jhm","11_12_03_15:26:49"
"CP_JO_1434",1434,"JO","C_EGD_1399","JO_492","Commissioner",,"jhm","08_01_01_10:50:26","jhm","08_01_01_10:51:13"
"CP_JO_1435",1435,"JO","C_EGD_1399","JO_493","Commissioner",,"jhm","08_01_01_10:51:16","jhm","08_01_01_10:51:55"
"CP_JO_1436",1436,"JO","C_EGD_1399","JO_494","Commissioner",,"jhm","08_01_01_10:52:12","jhm","08_01_01_10:52:47"
"CP_JO_1437",1437,"JO","C_EGD_1399","JO_495","Commissioner",,"jhm","08_01_01_10:52:54","jhm","08_01_01_10:53:52"
"CP_JO_1438",1438,"JO","C_EGD_1399","JO_496","Commissioner",,"jhm","08_01_01_10:53:56","jhm","08_01_01_10:54:32"
"CP_JO_1439",1439,"JO","C_EGD_1399","JO_477","Confession_Witness","to_hear_his_confession","jhm","08_01_01_10:54:36","jhm","08_01_01_10:55:08"
"CP_JO_1440",1440,"JO","C_EGD_1399","JO_476","Minister","to_prepare_him_for_death","jhm","08_01_01_10:55:29","jhm","08_01_01_10:55:54"
"CP_JO_1441",1441,"JO","C_EGD_1399","JO_497","Confession_Witness","requested_to_hear_his_confession","jhm","08_01_01_10:55:57","jhm","08_01_01_11:00:34"
"CP_JO_1442",1442,"JO","C_EGD_1399","JO_498","Minister","to_prepare_him_for_death","jhm","08_01_01_11:00:37","jhm","08_01_01_11:01:31"
"CP_JO_1443",1443,"JO","C_JO_2859","LA_1660","Commissioner",,"jhm","08_01_01_11:07:30","jhm","11_12_03_15:26:49"
"CP_JO_1444",1444,"JO","C_JO_2859","JO_490","Commissioner",,"jhm","08_01_01_11:07:36","jhm","08_01_01_11:07:38"
"CP_JO_1445",1445,"JO","C_JO_2859","JO_492","Commissioner",,"jhm","08_01_01_11:07:45","jhm","08_01_01_11:07:52"
"CP_JO_1446",1446,"JO","C_JO_2859","JO_493","Commissioner",,"jhm","08_01_01_11:07:55","jhm","08_01_01_11:08:00"
"CP_JO_1447",1447,"JO","C_JO_2859","JO_494","Commissioner",,"jhm","08_01_01_11:08:03","jhm","08_01_01_11:08:06"
"CP_JO_1448",1448,"JO","C_JO_2859","JO_495","Commissioner",,"jhm","08_01_01_11:08:10","jhm","08_01_01_11:08:14"
"CP_JO_1449",1449,"JO","C_JO_2859","JO_496","Commissioner",,"jhm","08_01_01_11:08:18","jhm","08_01_01_11:08:25"
"CP_JO_1450",1450,"JO","C_JO_2859","JO_497","Confession_Witness","ordered_to_hear_her_confession","jhm","08_01_01_11:08:28","jhm","08_01_01_11:08:50"
"CP_JO_1451",1451,"JO","C_JO_2859","JO_477","Confession_Witness","ordered_to_hear_her_confession","jhm","08_01_01_11:08:54","jhm","08_01_01_11:09:06"
"CP_JO_1452",1452,"JO","C_JO_2859","JO_498","Minister","to_prepare_her_for_death","jhm","08_01_01_11:09:08","jhm","08_01_01_11:09:19"
"CP_JO_1453",1453,"JO","C_JO_2859","JO_476","Minister","to_prepare_her_for_death","jhm","08_01_01_11:09:21","jhm","08_01_01_11:09:33"
"CP_JO_1454",1454,"JO","C_EGD_1817","JO_499","Minister","interviewed_JC_in_relation_to_her_naming_persons_in_Broughton","jhm","08_02_01_10:16:39","jhm","08_02_01_10:18:16"
"CP_JO_1455",1455,"JO","C_EGD_1817","JO_500","Minister","interviewed_JC_regarding_her_naming_persons_from_his_parish","jhm","08_02_01_10:18:19","jhm","08_02_01_10:19:19"
"CP_JO_1456",1456,"JO","C_EGD_1817","JO_501","Minister","interviewed_JC_regarding_her_naming_of_persons_from_his_parish","jhm","08_02_01_10:19:21","jhm","08_02_01_10:20:24"
"CP_JO_1457",1457,"JO","C_EGD_2444","JO_502","Minister",,"jhm","08_02_01_15:48:05","jhm","08_02_01_15:48:46"
"CP_JO_1458",1458,"JO","C_EGD_1770","JO_503","Commissioner",,"jhm","08_15_01_12:25:53","jhm","08_15_01_12:26:48"
"CP_JO_1459",1459,"JO","C_EGD_1770","JO_504","Commissioner",,"jhm","08_15_01_12:26:51","jhm","08_15_01_12:27:17"
"CP_JO_1460",1460,"JO","C_EGD_1770","JO_505","Commissioner",,"jhm","08_15_01_12:28:12","jhm","08_15_01_12:28:30"
"CP_JO_1461",1461,"JO","C_EGD_1770","JO_506","Commissioner",,"jhm","08_15_01_12:28:36","jhm","08_15_01_12:29:06"
"CP_JO_1462",1462,"JO","C_EGD_1770","JO_507","Commissioner",,"jhm","08_15_01_12:29:29","jhm","08_15_01_12:30:15"
"CP_JO_1463",1463,"JO","C_EGD_1770","JO_508","Commissioner",,"jhm","08_15_01_12:30:21","jhm","08_15_01_12:30:49"
"CP_JO_1464",1464,"JO","C_EGD_1770","JO_509","Commissioner",,"jhm","08_15_01_12:30:55","jhm","08_15_01_12:31:33"
"CP_JO_1465",1465,"JO","C_EGD_1770","JO_510","Commissioner",,"jhm","08_15_01_12:31:40","jhm","08_15_01_12:32:09"
"CP_JO_1466",1466,"JO","C_EGD_1770","JO_511","Commissioner","witnessed_confession","jhm","08_15_01_12:32:13","jhm","08_16_01_10:50:37"
"CP_JO_1467",1467,"JO","C_EGD_1770","JO_512","Commissioner",,"jhm","08_15_01_12:36:19","jhm","08_15_01_12:37:07"
"CP_JO_1468",1468,"JO","C_EGD_1770","JO_513","Commissioner","appointed_clerk_of_the_process","jhm","08_15_01_12:37:09","jhm","08_15_01_12:41:30"
"CP_JO_1469",1469,"JO","C_EGD_1770","JO_514","Commissioner",,"jhm","08_15_01_12:37:54","jhm","08_15_01_12:39:11"
"CP_JO_1470",1470,"JO","C_EGD_1770","JO_515","Minister","witnessed_confession","jhm","08_15_01_12:41:33","jhm","08_16_01_10:49:52"
"CP_JO_1471",1471,"JO","C_EGD_1770","JO_516","Prosecutor",,"jhm","08_16_01_09:08:46","jhm","08_16_01_09:12:15"
"CP_JO_1472",1472,"JO","C_EGD_1770","JO_517","Sheriff-depute","sheriff_officer","jhm","08_16_01_09:12:16","jhm","08_16_01_09:13:36"
"CP_JO_1473",1473,"JO","C_EGD_1770","JO_518","Commissioner",,"jhm","08_16_01_10:29:22","jhm","08_16_01_10:30:43"
"CP_JO_1474",1474,"JO","C_EGD_1770","JO_519","Chancellor",,"jhm","08_16_01_10:37:47","jhm","08_16_01_10:38:28"
"CP_JO_1475",1475,"JO","C_EGD_1770","JO_520","Confession_Witness",,"jhm","08_16_01_10:50:38","jhm","08_16_01_10:53:20"
"CP_JO_1476",1476,"JO","C_EGD_1763","JO_521","Bailie","accused_of_imprisoning_and_torturing_her","jhm","08_16_01_11:37:32","jhm","08_16_01_11:40:09"
"CP_JO_1477",1477,"JO","C_EGD_1763","JO_522","Assailant","accused_of_imprisoning_and_torturing_her","jhm","08_16_01_11:40:19","jhm","08_17_01_09:24:45"
"CP_JO_1478",1478,"JO","C_EGD_1763","JO_523","Witch-pricker","accused_of_imprisoning_and_torturing_her,_later_imprisoned_himself","jhm","08_16_01_11:41:57","jhm","08_16_01_11:44:13"
"CP_JO_1479",1479,"JO","C_EGD_1763","JO_524","Assailant","accused_of_imprisoning_and_torturing_her","jhm","08_16_01_11:44:18","jhm","08_17_01_09:24:49"
"CP_JO_1480",1480,"JO","C_EGD_1763","JO_525","Assailant","accused_of_imprisoning_and_torturing_her","jhm","08_16_01_11:44:59","jhm","08_17_01_09:25:04"
"CP_JO_1481",1481,"JO","C_EGD_1763","JO_526","Assailant","accused_of_imprisoning_and_torturing_her","jhm","08_16_01_11:45:43","jhm","08_17_01_09:24:43"
"CP_JO_1482",1482,"JO","C_EGD_1763","JO_527","Assailant","accused_of_imprisoning_and_torturing_her","jhm","08_16_01_11:46:25","jhm","08_17_01_09:24:29"
"CP_JO_1483",1483,"JO","C_EGD_1767","JO_528","Commissioner",,"jhm","08_16_01_12:04:02","jhm","08_16_01_12:04:55"
"CP_JO_1484",1484,"JO","C_EGD_1767","JO_529","Commissioner",,"jhm","08_16_01_12:04:58","jhm","08_16_01_12:05:37"
"CP_JO_1485",1485,"JO","C_EGD_1767","LA_355","Commissioner",,"jhm","08_16_01_12:05:41","jhm","08_16_01_12:07:00"
"CP_JO_1486",1486,"JO","C_EGD_1767","JO_530","Commissioner",,"jhm","08_16_01_12:07:27","jhm","08_16_01_12:08:21"
"CP_JO_1488",1488,"JO","C_EGD_1765","JO_528","Commissioner",,"jhm","08_16_01_12:11:38","jhm","08_16_01_12:11:42"
"CP_JO_1489",1489,"JO","C_EGD_1765","JO_529","Commissioner",,"jhm","08_16_01_12:11:50","jhm","08_16_01_12:11:59"
"CP_JO_1490",1490,"JO","C_EGD_1765","LA_355","Commissioner",,"jhm","08_16_01_12:12:01","jhm","08_16_01_12:12:05"
"CP_JO_1491",1491,"JO","C_EGD_1765","JO_530","Commissioner",,"jhm","08_16_01_12:12:07","jhm","08_16_01_12:12:15"
"CP_JO_1492",1492,"JO","C_EGD_1765","JO_532","Commissioner",,"jhm","08_16_01_12:12:47","jhm","08_16_01_12:13:28"
"CP_JO_1493",1493,"JO","C_EGD_1767","JO_532","Commissioner",,"jhm","08_16_01_12:13:42","jhm","08_16_01_12:14:40"
"CP_JO_1494",1494,"JO","C_EGD_1766","JO_528","Commissioner",,"jhm","08_16_01_12:18:41","jhm","08_16_01_12:18:46"
"CP_JO_1495",1495,"JO","C_EGD_1766","JO_529","Commissioner",,"jhm","08_16_01_12:18:48","jhm","08_16_01_12:18:53"
"CP_JO_1496",1496,"JO","C_EGD_1766","LA_355","Commissioner",,"jhm","08_16_01_12:18:55","jhm","08_16_01_12:18:58"
"CP_JO_1497",1497,"JO","C_EGD_1766","JO_530","Commissioner",,"jhm","08_16_01_12:19:01","jhm","08_16_01_12:19:08"
"CP_JO_1498",1498,"JO","C_EGD_1766","JO_532","Commissioner",,"jhm","08_16_01_12:19:12","jhm","08_16_01_12:19:20"
"CP_JO_1499",1499,"JO","C_EGD_1764","JO_528","Commissioner",,"jhm","08_16_01_12:23:19","jhm","08_16_01_12:23:23"
"CP_JO_1500",1500,"JO","C_EGD_1764","JO_529","Commissioner",,"jhm","08_16_01_12:23:25","jhm","08_16_01_12:23:30"
"CP_JO_1501",1501,"JO","C_EGD_1764","LA_355","Commissioner",,"jhm","08_16_01_12:23:33","jhm","08_16_01_12:23:35"
"CP_JO_1502",1502,"JO","C_EGD_1764","JO_530","Commissioner",,"jhm","08_16_01_12:23:37","jhm","08_16_01_12:23:46"
"CP_JO_1503",1503,"JO","C_EGD_1764","JO_532","Commissioner",,"jhm","08_16_01_12:23:48","jhm","08_16_01_12:23:55"
"CP_JO_1504",1504,"JO","C_EGD_1916","LA_260","Commissioner",,"jhm","08_16_01_13:48:31","jhm","08_16_01_13:48:37"
"CP_JO_1505",1505,"JO","C_EGD_1916","JO_533","Commissioner",,"jhm","08_16_01_13:49:08","jhm","08_16_01_13:49:45"
"CP_JO_1506",1506,"JO","C_EGD_1916","JO_534","Commissioner",,"jhm","08_16_01_13:49:49","jhm","08_16_01_13:51:11"
"CP_JO_1507",1507,"JO","C_EGD_1916","LA_94","Commissioner",,"jhm","08_16_01_13:51:27","jhm","08_16_01_13:51:37"
"CP_JO_1508",1508,"JO","C_EGD_1916","JO_535","Commissioner",,"jhm","08_16_01_13:51:40","jhm","08_16_01_13:52:39"
"CP_JO_1509",1509,"JO","C_EGD_1916","JO_536","Commissioner",,"jhm","08_16_01_13:53:31","jhm","08_16_01_13:54:09"
"CP_JO_1510",1510,"JO","C_EGD_1916","JO_537","Commissioner",,"jhm","08_16_01_13:54:13","jhm","08_16_01_13:54:43"
"CP_JO_1511",1511,"JO","C_EGD_1916","LA_355","Commissioner",,"jhm","08_16_01_13:54:47","jhm","08_16_01_13:55:06"
"CP_JO_1512",1512,"JO","C_EGD_1915","LA_260","Commissioner",,"jhm","08_16_01_14:10:05","jhm","08_16_01_14:10:08"
"CP_JO_1513",1513,"JO","C_EGD_1915","JO_533","Commissioner",,"jhm","08_16_01_14:10:11","jhm","08_16_01_14:10:14"
"CP_JO_1514",1514,"JO","C_EGD_1915","JO_534","Commissioner",,"jhm","08_16_01_14:10:17","jhm","08_16_01_14:10:26"
"CP_JO_1515",1515,"JO","C_EGD_1915","LA_94","Commissioner",,"jhm","08_16_01_14:10:28","jhm","08_16_01_14:10:35"
"CP_JO_1516",1516,"JO","C_EGD_1915","JO_535","Commissioner",,"jhm","08_16_01_14:10:39","jhm","08_16_01_14:11:09"
"CP_JO_1517",1517,"JO","C_EGD_1915","JO_536","Commissioner",,"jhm","08_16_01_14:11:23","jhm","08_16_01_14:11:28"
"CP_JO_1518",1518,"JO","C_EGD_1915","JO_537","Commissioner",,"jhm","08_16_01_14:11:30","jhm","08_16_01_14:11:40"
"CP_JO_1519",1519,"JO","C_EGD_1915","LA_355","Commissioner",,"jhm","08_16_01_14:11:43","jhm","08_16_01_14:11:51"
"CP_JO_1520",1520,"JO","C_EGD_1914","LA_260","Commissioner",,"jhm","08_16_01_14:14:50","jhm","08_16_01_14:14:55"
"CP_JO_1521",1521,"JO","C_EGD_1914","JO_533","Commissioner",,"jhm","08_16_01_14:14:57","jhm","08_16_01_14:15:00"
"CP_JO_1522",1522,"JO","C_EGD_1914","JO_534","Commissioner",,"jhm","08_16_01_14:15:02","jhm","08_16_01_14:15:14"
"CP_JO_1523",1523,"JO","C_EGD_1914","LA_94","Commissioner",,"jhm","08_16_01_14:15:18","jhm","08_16_01_14:15:27"
"CP_JO_1524",1524,"JO","C_EGD_1914","JO_535","Commissioner",,"jhm","08_16_01_14:15:29","jhm","08_16_01_14:15:39"
"CP_JO_1525",1525,"JO","C_EGD_1914","JO_536","Commissioner",,"jhm","08_16_01_14:15:42","jhm","08_16_01_14:15:46"
"CP_JO_1526",1526,"JO","C_EGD_1914","JO_537","Commissioner",,"jhm","08_16_01_14:15:48","jhm","08_16_01_14:16:17"
"CP_JO_1527",1527,"JO","C_EGD_1914","LA_355","Commissioner",,"jhm","08_16_01_14:16:20","jhm","08_16_01_14:16:29"
"CP_JO_1528",1528,"JO","C_EGD_1913","LA_260","Commissioner",,"jhm","08_16_01_14:20:37","jhm","08_16_01_14:20:40"
"CP_JO_1529",1529,"JO","C_EGD_1913","JO_533","Commissioner",,"jhm","08_16_01_14:20:42","jhm","08_16_01_14:20:45"
"CP_JO_1530",1530,"JO","C_EGD_1913","JO_534","Commissioner",,"jhm","08_16_01_14:20:47","jhm","08_16_01_14:20:54"
"CP_JO_1531",1531,"JO","C_EGD_1913","LA_94","Commissioner",,"jhm","08_16_01_14:20:57","jhm","08_16_01_14:21:04"
"CP_JO_1532",1532,"JO","C_EGD_1913","JO_535","Commissioner",,"jhm","08_16_01_14:21:06","jhm","08_16_01_14:21:16"
"CP_JO_1533",1533,"JO","C_EGD_1913","JO_536","Commissioner",,"jhm","08_16_01_14:21:19","jhm","08_16_01_14:21:22"
"CP_JO_1534",1534,"JO","C_EGD_1913","JO_537","Commissioner",,"jhm","08_16_01_14:21:24","jhm","08_16_01_14:21:34"
"CP_JO_1535",1535,"JO","C_EGD_1913","LA_355","Commissioner",,"jhm","08_16_01_14:21:36","jhm","08_16_01_14:21:43"
"CP_JO_1536",1536,"JO","C_EGD_1912","LA_260","Commissioner",,"jhm","08_16_01_14:25:37","jhm","08_16_01_14:25:39"
"CP_JO_1537",1537,"JO","C_EGD_1912","JO_533","Commissioner",,"jhm","08_16_01_14:25:47","jhm","08_16_01_14:25:51"
"CP_JO_1538",1538,"JO","C_EGD_1912","JO_534","Commissioner",,"jhm","08_16_01_14:25:53","jhm","08_16_01_14:26:00"
"CP_JO_1539",1539,"JO","C_EGD_1912","LA_94","Commissioner",,"jhm","08_16_01_14:26:03","jhm","08_16_01_14:26:20"
"CP_JO_1540",1540,"JO","C_EGD_1912","JO_535","Commissioner",,"jhm","08_16_01_14:26:27","jhm","08_16_01_14:26:33"
"CP_JO_1541",1541,"JO","C_EGD_1912","JO_536","Commissioner",,"jhm","08_16_01_14:26:36","jhm","08_16_01_14:26:39"
"CP_JO_1542",1542,"JO","C_EGD_1912","JO_537","Commissioner",,"jhm","08_16_01_14:26:39","jhm","08_16_01_14:26:47"
"CP_JO_1543",1543,"JO","C_EGD_1912","LA_355","Commissioner",,"jhm","08_16_01_14:26:50","jhm","08_16_01_14:26:56"
"CP_JO_1544",1544,"JO","C_EGD_1911","LA_260","Commissioner",,"jhm","08_16_01_14:30:06","jhm","08_16_01_14:30:08"
"CP_JO_1545",1545,"JO","C_EGD_1911","JO_533","Commissioner",,"jhm","08_16_01_14:30:10","jhm","08_16_01_14:30:14"
"CP_JO_1546",1546,"JO","C_EGD_1911","JO_534","Commissioner",,"jhm","08_16_01_14:30:16","jhm","08_16_01_14:30:22"
"CP_JO_1547",1547,"JO","C_EGD_1911","LA_94","Commissioner",,"jhm","08_16_01_14:30:24","jhm","08_16_01_14:30:31"
"CP_JO_1548",1548,"JO","C_EGD_1911","JO_535","Commissioner",,"jhm","08_16_01_14:30:33","jhm","08_16_01_14:30:40"
"CP_JO_1549",1549,"JO","C_EGD_1911","JO_536","Commissioner",,"jhm","08_16_01_14:30:45","jhm","08_16_01_14:30:48"
"CP_JO_1550",1550,"JO","C_EGD_1911","JO_537","Commissioner",,"jhm","08_16_01_14:30:48","jhm","08_16_01_14:30:58"
"CP_JO_1551",1551,"JO","C_EGD_1911","LA_355","Commissioner",,"jhm","08_16_01_14:31:00","jhm","08_16_01_14:31:06"
"CP_JO_1552",1552,"JO","C_EGD_691","JO_540","Investigator","ordered_to_oversee_execution","jhm","08_16_01_15:04:48","LEM","06_24_02_21:53:03"
"CP_JO_1553",1553,"JO","C_EGD_691","JO_541","Investigator","ordered_to_oversee_execution","jhm","08_16_01_15:05:53","LEM","06_24_02_21:53:05"
"CP_JO_1554",1554,"JO","C_EGD_691","JO_538",,"witnessed_execution","jhm","08_16_01_15:08:27","jhm","08_16_01_15:08:51"
"CP_JO_1555",1555,"JO","C_EGD_691","JO_539",,"witnessed_execution","jhm","08_16_01_15:08:56","jhm","08_16_01_15:09:02"
"CP_JO_1556",1556,"JO","C_EGD_691","JO_542",,"witnessed_execution","jhm","08_16_01_15:09:09","jhm","08_16_01_15:10:14"
"CP_JO_1557",1557,"JO","C_EGD_691","JO_543",,"witnessed_execution","jhm","08_16_01_15:10:20","jhm","08_16_01_15:10:53"
"CP_JO_1558",1558,"JO","C_EGD_691","JO_544",,"witnessed_execution","jhm","08_16_01_15:10:59","jhm","08_16_01_15:12:07"
"CP_JO_1559",1559,"JO","C_EGD_691","JO_545",,"witnessed_execution","jhm","08_16_01_15:12:10","jhm","08_16_01_15:12:33"
"CP_JO_1560",1560,"JO","C_EGD_691","JO_546",,"witnessed_execution","jhm","08_16_01_15:12:37","jhm","08_16_01_15:13:06"
"CP_JO_1561",1561,"JO","C_EGD_691","JO_547",,"witnessed_execution","jhm","08_16_01_15:13:11","jhm","08_16_01_15:13:33"
"CP_JO_1562",1562,"JO","C_EGD_691","LA_1401",,"witnessed_execution","jhm","08_16_01_15:14:00","jhm","12_15_03_10:27:14"
"CP_JO_1563",1563,"JO","C_EGD_691","JO_548","Investigator","witnessed_execution","jhm","08_16_01_15:14:16","LEM","06_24_02_21:53:20"
"CP_JO_1564",1564,"JO","C_EGD_691","JO_549",,"witnessed_execution","jhm","08_16_01_15:15:53","jhm","08_16_01_15:16:47"
"CP_JO_1565",1565,"JO","C_EGD_691","JO_550","Investigator","witnessed_execution","jhm","08_16_01_15:16:53","LEM","06_24_02_21:53:33"
"CP_JO_1566",1566,"JO","C_EGD_691","JO_551","Investigator","witnessed_execution","jhm","08_16_01_15:17:47","LEM","06_25_02_11:12:34"
"CP_JO_1567",1567,"JO","C_EGD_691","JO_552",,"witnessed_execution","jhm","08_16_01_15:18:22","jhm","08_16_01_15:20:15"
"CP_JO_1568",1568,"JO","C_EGD_694","JO_540","Investigator","ordered_to_oversee_execution","jhm","08_16_01_15:27:25","LEM","06_24_02_22:11:09"
"CP_JO_1569",1569,"JO","C_EGD_694","JO_541","Investigator","ordered_to_oversee_the_execution","jhm","08_16_01_15:27:42","LEM","06_25_02_12:43:15"
"CP_JO_1570",1570,"JO","C_EGD_694","JO_538",,"witness_to_execution","jhm","08_16_01_15:28:01","jhm","08_16_01_15:28:33"
"CP_JO_1571",1571,"JO","C_EGD_694","JO_539",,"witness_to_execution","jhm","08_16_01_15:28:36","jhm","08_16_01_15:28:40"
"CP_JO_1572",1572,"JO","C_EGD_694","JO_542",,"witness_to_execution","jhm","08_16_01_15:28:43","jhm","08_16_01_15:28:59"
"CP_JO_1573",1573,"JO","C_EGD_694","JO_543",,"witness_to_execution","jhm","08_16_01_15:29:03","jhm","08_16_01_15:29:11"
"CP_JO_1574",1574,"JO","C_EGD_694","JO_544",,"witness_to_execution","jhm","08_16_01_15:29:14","jhm","08_16_01_15:29:34"
"CP_JO_1575",1575,"JO","C_EGD_694","JO_545",,"witness_to_execution","jhm","08_16_01_15:29:35","jhm","08_16_01_15:29:48"
"CP_JO_1576",1576,"JO","C_EGD_694","JO_546",,"witness_to_execution","jhm","08_16_01_15:29:51","jhm","08_16_01_15:29:59"
"CP_JO_1577",1577,"JO","C_EGD_694","JO_547",,"witness_to_execution","jhm","08_16_01_15:30:03","jhm","08_16_01_15:30:07"
"CP_JO_1578",1578,"JO","C_EGD_694","LA_1401",,"witness_to_execution","jhm","08_16_01_15:30:10","jhm","12_15_03_10:27:14"
"CP_JO_1579",1579,"JO","C_EGD_694","JO_548","Investigator","witness_to_execution","jhm","08_16_01_15:30:21","LEM","06_24_02_22:11:31"
"CP_JO_1580",1580,"JO","C_EGD_694","JO_549",,"witness_to_execution","jhm","08_16_01_15:30:28","jhm","08_16_01_15:30:34"
"CP_JO_1581",1581,"JO","C_EGD_694","JO_550","Investigator","witness_to_execution","jhm","08_16_01_15:30:39","LEM","06_25_02_12:43:29"
"CP_JO_1582",1582,"JO","C_EGD_694","JO_551",,"witness_to_execution","jhm","08_16_01_15:30:49","jhm","08_16_01_15:31:02"
"CP_JO_1583",1583,"JO","C_EGD_694","JO_552",,"witness_to_execution","jhm","08_16_01_15:31:05","jhm","08_16_01_15:31:12"
"CP_JO_1584",1584,"JO","C_EGD_693","JO_540","Investigator","ordered_to_oversee_the_execution","jhm","08_16_01_15:38:56","LEM","06_25_02_10:46:28"
"CP_JO_1585",1585,"JO","C_EGD_693","LA_317",,"ordered_to_oversee_the_execution","jhm","08_16_01_15:39:09","jhm","08_16_01_15:39:29"
"CP_JO_1586",1586,"JO","C_EGD_693","JO_538",,"witness_to_execution","jhm","08_16_01_15:39:31","jhm","08_16_01_15:39:41"
"CP_JO_1587",1587,"JO","C_EGD_693","JO_539",,"witness_to_execution","jhm","08_16_01_15:39:44","jhm","08_16_01_15:39:49"
"CP_JO_1588",1588,"JO","C_EGD_693","JO_542",,"witness_to_execution","jhm","08_16_01_15:39:52","jhm","08_16_01_15:40:17"
"CP_JO_1589",1589,"JO","C_EGD_693","JO_543",,"witness_to_execution","jhm","08_16_01_15:40:06","jhm","08_16_01_15:40:24"
