MentionRef,MentionSystemId,MentionID,Trialref,Mentiondate,Mentiondate_as_date,Mentiontype,TrialOfAccusedRef,TrialOfFirstName,TrialOfLastName,MentionedInTrialOfRef,dateOfMentionedTrial,dateOfMentionedTrial_as_date,FateOfMentionedWitch,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"MW_JO_611","JO",611,"T_JO_1530","22_7_1649","07_22_49_00:00:00","Denounced","A_EGD_1789","Katherin","Gibb","T_JO_1521",,,,"Gibb_claimed_they_both_met_the_Devil_at_Overbridge_and_he_slept_with_them_both","jhm","07_11_02_13:24:23","jhm","07_11_02_13:25:26"
"MW_JO_612","JO",612,"T_JO_1531","22_7_1649","07_22_49_00:00:00","Denounced","A_EGD_1789","Katherin","Gibb","T_JO_1521",,,,,"jhm","07_11_02_13:28:40","jhm","07_11_02_13:29:25"
"MW_JO_613","JO",613,"T_JO_1528","19_8_1649","08_19_49_00:00:00","Witchcraft_Precedent","A_EGD_1614","Bessie","Scott","T_JO_1532",,,,"Scott_claimed_her_mother_(Watsone)_took_her_to_meetings_and_introduced_her_to_the_devil","jhm","07_11_02_13:47:39","jhm","07_11_02_13:48:29"
"MW_JO_614","JO",614,"T_JO_1529","19_8_1649","08_19_49_00:00:00","Accomplice","A_EGD_1614","Bessie","Scott","T_JO_1532",,,,,"jhm","07_11_02_13:48:46","jhm","07_11_02_13:49:10"
"MW_JO_615","JO",615,"T_JO_1520","19_8_1649","08_19_49_00:00:00","Accomplice","A_EGD_1614","Bessie","Scott","T_JO_1532",,,,,"jhm","07_11_02_13:49:19","jhm","07_11_02_13:49:37"
"MW_JO_616","JO",616,"T_JO_1528","19_8_1649","08_19_49_00:00:00","Accomplice","A_EGD_1613","William","Scott","T_JO_1533",,,,"Scott_claimed_he_first_met_the_devil_with_Watsone","jhm","07_11_02_13:55:59","jhm","07_11_02_13:56:38"
"MW_JO_617","JO",617,"T_JO_1529","19_8_1649","08_19_49_00:00:00","Accomplice","A_EGD_1613","William","Scott","T_JO_1533",,,,,"jhm","07_11_02_13:56:47","jhm","07_11_02_13:57:16"
"MW_JO_618","JO",618,"T_JO_1519","19_8_1649","08_19_49_00:00:00","Accomplice","A_EGD_1613","William","Scott","T_JO_1533",,,,,"jhm","07_11_02_13:58:15","jhm","07_11_02_13:58:45"
"MW_JO_619","JO",619,"T_JO_1310","4_1597","04_01_97_00:00:00","Denounced","A_JO_2969","Christiane","Arcly","T_JO_1541",,,,"Bane_seems_to_have_named_Arcly.","jhm","07_18_02_11:19:34","jhm","07_18_02_11:20:10"
"MW_JO_620","JO",620,"T_JO_1544","21_4_1597","04_21_97_00:00:00","Accomplice","A_EGD_2097","Helene","Frasser","T_JO_203",,,,"Mentioned_as_another_witch_in_Frasser's_dittay.","jhm","07_18_02_16:31:06","jhm","07_18_02_16:31:38"
"MW_JO_621","JO",621,"T_JO_1550","20_1_1598","01_20_98_00:00:00","Denounced","A_EGD_2117","Andro","Man","T_JO_1298",,,,,"jhm","07_18_02_17:53:37","jhm","07_18_02_17:54:31"
"MW_JO_622","JO",622,"T_JO_1551","20_1_1598","01_20_98_00:00:00","Denounced","A_EGD_2117","Andro","Man","T_JO_1298",,,,,"jhm","07_18_02_17:56:48","jhm","07_18_02_17:58:15"
"MW_JO_670","JO",670,"T_LA_415","30_7_1661","07_30_61_00:00:00","Accomplice","A_EGD_1579","Agnes","Hill","T_JO_1660",,,,"Hill_was_slandered_as_a_witch_because_she_had_been_associated_with_Lason_(Lawson)","jhm","07_23_02_13:43:47","jhm","07_23_02_13:45:09"
"MW_JO_696","JO",696,"T_JO_1700","14_6_1704","06_14_04_00:00:00","Denounced","A_EGD_2369","Isobel","Adam","T_JO_592",,,,"named_by_Adam","jhm","08_02_02_15:42:49","jhm","08_02_02_15:43:46"
"MW_JO_697","JO",697,"T_JO_1701","14_6_1704","06_14_04_00:00:00","Denounced","A_EGD_2369","Isobel","Adam","T_JO_592",,,,"named_by_Adam","jhm","08_02_02_15:43:54","jhm","08_02_02_15:44:26"
"MW_JO_698","JO",698,"T_JO_1702","14_6_1704","06_14_04_00:00:00","Denounced","A_EGD_2369","Isobel","Adam","T_JO_592",,,,"named_by_Adam","jhm","08_02_02_15:44:38","jhm","08_02_02_15:45:04"
"MW_JO_699","JO",699,"T_JO_1703","14_6_1704","06_14_04_00:00:00","Denounced","A_EGD_2369","Isobel","Adam","T_JO_592",,,,"named_by_Adam","jhm","08_02_02_15:45:13","jhm","08_02_02_15:45:32"
"MW_JO_861","JO",861,"T_JO_1874","8_6_1649","06_08_49_00:00:00","Denounced","A_EGD_1311","Margaret","Dicksone","T_JO_95",,,,,"jhm","08_26_02_15:13:26","jhm","08_26_02_15:17:01"
"MW_JO_862","JO",862,"T_JO_1875","9_6_1649","06_09_49_00:00:00","Accomplice","A_EGD_1312","Issobell","Murray","T_JO_94",,,,,"jhm","08_26_02_15:20:37","jhm","08_26_02_15:21:14"
"MW_JO_863","JO",863,"T_JO_1877","7_6_1649","06_07_49_00:00:00","Denounced","A_EGD_1300","Agnes","Clarkson","T_LA_1056",,,,,"jhm","08_26_02_15:29:58","jhm","08_26_02_15:30:26"
"MW_JO_864","JO",864,"T_LA_1068","8_6_1649","06_08_49_00:00:00","Denounced","A_EGD_1311","Margaret","Dicksone","T_JO_95",,,,,"jhm","08_26_02_15:37:11","jhm","08_26_02_15:37:29"
"MW_JO_865","JO",865,"T_LA_1068","9_6_1649","06_09_49_00:00:00","Denounced","A_EGD_1312","Issobell","Murray","T_JO_94",,,,,"jhm","08_26_02_15:38:03","jhm","08_26_02_15:38:26"
"MW_JO_866","JO",866,"T_LA_1067","8_6_1649","06_08_49_00:00:00","Denounced","A_EGD_1311","Margaret","Dicksone","T_JO_95",,,,,"jhm","08_26_02_15:41:48","jhm","08_26_02_15:42:18"
"MW_JO_867","JO",867,"T_LA_1067","9_6_1649","06_09_49_00:00:00","Denounced","A_EGD_1312","Issobell","Murray","T_JO_94",,,,,"jhm","08_26_02_15:42:18","jhm","08_26_02_15:44:48"
"MW_JO_868","JO",868,"T_JO_1886","28_1_1662","01_28_62_00:00:00","Accomplice","A_EGD_1519","Margaret","NcLevin","T_JO_1879",,,,,"jhm","08_28_02_10:43:24","jhm","08_28_02_10:44:42"
"MW_JO_869","JO",869,"T_JO_1887","28_1_1662","01_28_62_00:00:00","Accomplice","A_EGD_1519","Margaret","NcLevin","T_JO_1879",,,,,"jhm","08_28_02_10:46:37","jhm","08_28_02_10:46:54"
"MW_JO_870","JO",870,"T_JO_1888","28_1_1662","01_28_62_00:00:00","Denounced","A_EGD_1519","Margaret","NcLevin","T_JO_1879",,,,"She_was_confronted_by_NcLevin_on_5_2_1662","jhm","08_28_02_10:49:00","jhm","08_28_02_15:53:12"
"MW_JO_871","JO",871,"T_JO_1889","28_1_1662","01_28_62_00:00:00","Denounced","A_EGD_1519","Margaret","NcLevin","T_JO_1879",,,,,"jhm","08_28_02_10:52:32","jhm","08_28_02_10:54:07"
"MW_JO_872","JO",872,"T_JO_1890","28_1_1662","01_28_62_00:00:00","Denounced","A_EGD_1519","Margaret","NcLevin","T_JO_1879",,,,,"jhm","08_28_02_10:55:40","jhm","08_28_02_10:56:41"
"MW_JO_873","JO",873,"T_JO_1891","28_1_1662","01_28_62_00:00:00","Denounced","A_EGD_1519","Margaret","NcLevin","T_JO_1879",,,,,"jhm","08_28_02_10:58:35","jhm","08_28_02_10:59:51"
"MW_JO_874","JO",874,"T_JO_1892","28_1_1662","01_28_62_00:00:00","Denounced","A_EGD_1519","Margaret","NcLevin","T_JO_1879",,,,,"jhm","08_28_02_11:01:49","jhm","08_28_02_11:03:59"
"MW_JO_876","JO",876,"T_JO_1894","28_1_1662","01_28_62_00:00:00","Denounced","A_EGD_1519","Margaret","NcLevin","T_JO_1879",,,,,"jhm","08_28_02_11:06:51","jhm","08_28_02_11:08:19"
"MW_JO_877","JO",877,"T_JO_1895","28_1_1662","01_28_62_00:00:00","Denounced","A_EGD_1519","Margaret","NcLevin","T_JO_1879",,,,,"jhm","08_28_02_11:09:46","jhm","08_28_02_11:10:40"
"MW_JO_878","JO",878,"T_JO_1896","28_1_1662","01_28_62_00:00:00","Denounced","A_EGD_1519","Margaret","NcLevin","T_JO_1879",,,,,"jhm","08_28_02_11:11:28","jhm","08_28_02_11:13:27"
"MW_JO_879","JO",879,"T_JO_1897","28_1_1662","01_28_62_00:00:00","Denounced","A_EGD_1519","Margaret","NcLevin","T_JO_1879",,,,,"jhm","08_28_02_11:14:02","jhm","08_28_02_11:14:23"
"MW_JO_880","JO",880,"T_JO_1898","28_1_1662","01_28_62_00:00:00","Denounced","A_EGD_1519","Margaret","NcLevin","T_JO_1879",,,,,"jhm","08_28_02_11:15:55","jhm","08_28_02_11:16:54"
"MW_JO_881","JO",881,"T_JO_1899","28_1_1662","01_28_62_00:00:00","Denounced","A_EGD_1519","Margaret","NcLevin","T_JO_1879",,,,,"jhm","08_28_02_11:18:38","jhm","08_28_02_11:19:20"
"MW_JO_882","JO",882,"T_JO_1900","28_1_1662","01_28_62_00:00:00","Denounced","A_EGD_1519","Margaret","NcLevin","T_JO_1879",,,,,"jhm","08_28_02_11:22:42","jhm","08_28_02_11:23:45"
"MW_JO_883","JO",883,"T_JO_1901","28_1_1662","01_28_62_00:00:00","Denounced","A_EGD_1519","Margaret","NcLevin","T_JO_1879",,,,,"jhm","08_28_02_11:29:47","jhm","08_28_02_11:30:04"
"MW_JO_884","JO",884,"T_JO_1902","28_1_1662","01_28_62_00:00:00","Denounced","A_EGD_1519","Margaret","NcLevin","T_JO_1879",,,,,"jhm","08_28_02_11:33:51","jhm","08_28_02_11:34:59"
"MW_JO_885","JO",885,"T_JO_1903","28_1_1662","01_28_62_00:00:00","Denounced","A_EGD_1519","Margaret","NcLevin","T_JO_1879",,,,,"jhm","08_28_02_11:36:04","jhm","08_28_02_11:37:48"
"MW_JO_886","JO",886,"T_JO_1904","28_1_1662","01_28_62_00:00:00","Denounced","A_EGD_1519","Margaret","NcLevin","T_JO_1879",,,,,"jhm","08_28_02_11:39:22","jhm","08_28_02_11:40:18"
"MW_JO_887","JO",887,"T_JO_1905","28_1_1662","01_28_62_00:00:00","Denounced","A_EGD_1519","Margaret","NcLevin","T_JO_1879",,,,,"jhm","08_28_02_11:41:26","jhm","08_28_02_11:42:20"
"MW_JO_888","JO",888,"T_JO_1906","28_1_1662","01_28_62_00:00:00","Denounced","A_EGD_1519","Margaret","NcLevin","T_JO_1879",,,,"NcLevin_named_her_as_a_great_witch","jhm","08_28_02_11:43:53","jhm","08_28_02_11:44:54"
"MW_JO_889","JO",889,"T_JO_1907","28_1_1662","01_28_62_00:00:00","Denounced","A_EGD_1519","Margaret","NcLevin","T_JO_1879",,,,"Named_as_a_great_witch_by_NcLevin.","jhm","08_28_02_11:46:31","jhm","08_28_02_11:47:45"
"MW_JO_890","JO",890,"T_JO_1908","2_2_1662","02_02_62_00:00:00","Denounced","A_EGD_1519","Margaret","NcLevin","T_JO_1879",,,,"NcLevin_claimed_NcCullem_had_caused_a_man's_illness","jhm","08_28_02_13:08:49","jhm","08_28_02_13:10:15"
"MW_JO_891","JO",891,"T_JO_1886","23_1_1662","01_23_62_00:00:00","Denounced","A_EGD_593","Janet","McNicol","T_JO_1881",,,,,"jhm","08_28_02_13:22:07","jhm","08_28_02_13:23:14"
"MW_JO_892","JO",892,"T_JO_1909","23_1_1662","01_23_62_00:00:00","Denounced","A_EGD_593","Janet","McNicol","T_JO_1881",,,,,"jhm","08_28_02_13:25:19","jhm","08_28_02_13:25:51"
"MW_JO_893","JO",893,"T_JO_1887","23_1_1662","01_23_62_00:00:00","Denounced","A_EGD_593","Janet","McNicol","T_JO_1881",,,,,"jhm","08_28_02_13:25:58","jhm","08_28_02_13:26:15"
"MW_JO_894","JO",894,"T_JO_1891","23_1_1662","01_23_62_00:00:00","Denounced","A_EGD_593","Janet","McNicol","T_JO_1881",,,,,"jhm","08_28_02_13:26:54","jhm","08_28_02_13:27:07"
"MW_JO_895","JO",895,"T_JO_1889","23_1_1662","01_23_62_00:00:00","Denounced","A_EGD_593","Janet","McNicol","T_JO_1881",,,,,"jhm","08_28_02_13:27:23","jhm","08_28_02_13:27:38"
"MW_JO_896","JO",896,"T_JO_1910","28_1_1662","01_28_62_00:00:00","Denounced","A_EGD_1519","Margaret","NcLevin","T_JO_1879",,,,,"jhm","08_28_02_13:34:39","jhm","08_28_02_13:35:18"
"MW_JO_897","JO",897,"T_JO_1889","14_2_1662","02_14_62_00:00:00","Denounced","A_JO_3084","Margrat","NcWilliam","T_JO_1882",,,,,"jhm","08_28_02_13:37:28","jhm","08_28_02_13:38:19"
"MW_JO_898","JO",898,"T_JO_1911","14_2_1662","02_14_62_00:00:00","Denounced","A_JO_3084","Margrat","NcWilliam","T_JO_1882",,,,,"jhm","08_28_02_13:42:09","jhm","08_28_02_13:42:39"
"MW_JO_899","JO",899,"T_JO_1912","14_2_1662","02_14_62_00:00:00","Denounced","A_JO_3084","Margrat","NcWilliam","T_JO_1882",,,,,"jhm","08_28_02_13:43:59","jhm","08_28_02_13:44:21"
"MW_JO_900","JO",900,"T_JO_1894","14_2_1662","02_14_62_00:00:00","Denounced","A_JO_3084","Margrat","NcWilliam","T_JO_1882",,,,,"jhm","08_28_02_13:45:06","jhm","08_28_02_13:45:25"
"MW_JO_901","JO",901,"T_JO_1909","14_2_1662","02_14_62_00:00:00","Denounced","A_JO_3084","Margrat","NcWilliam","T_JO_1882",,,,,"jhm","08_28_02_13:46:12","jhm","08_28_02_13:46:29"
"MW_JO_902","JO",902,"T_JO_1897","14_2_1662","02_14_62_00:00:00","Denounced","A_JO_3084","Margrat","NcWilliam","T_JO_1882",,,,,"jhm","08_28_02_13:47:37","jhm","08_28_02_13:48:07"
"MW_JO_903","JO",903,"T_JO_1913","14_2_1662","02_14_62_00:00:00","Denounced","A_JO_3084","Margrat","NcWilliam","T_JO_1882",,,,,"jhm","08_28_02_13:48:41","jhm","08_28_02_13:49:00"
"MW_JO_904","JO",904,"T_JO_1915","14_2_1662","02_14_62_00:00:00","Denounced","A_JO_3084","Margrat","NcWilliam","T_JO_1882",,,,,"jhm","08_28_02_13:54:42","jhm","08_28_02_13:58:03"
"MW_JO_905","JO",905,"T_JO_1916","14_2_1662","02_14_62_00:00:00","Denounced","A_JO_3084","Margrat","NcWilliam","T_JO_1882",,,,,"jhm","08_28_02_13:59:28","jhm","08_28_02_14:00:00"
"MW_JO_906","JO",906,"T_JO_1917","14_2_1662","02_14_62_00:00:00","Denounced","A_JO_3084","Margrat","NcWilliam","T_JO_1882",,,,,"jhm","08_28_02_14:01:44","jhm","08_28_02_14:02:13"
"MW_JO_907","JO",907,"T_JO_1918","14_2_1662","02_14_62_00:00:00","Denounced","A_JO_3084","Margrat","NcWilliam","T_JO_1882",,,,,"jhm","08_28_02_14:04:22","jhm","08_28_02_14:06:17"
"MW_JO_908","JO",908,"T_JO_1919","14_2_1662","02_14_62_00:00:00","Denounced","A_JO_3084","Margrat","NcWilliam","T_JO_1882",,,,,"jhm","08_28_02_14:07:23","jhm","08_28_02_14:08:27"
"MW_JO_909","JO",909,"T_JO_1920","28_2_1662","02_28_62_00:00:00","Denounced","A_JO_3084","Margrat","NcWilliam","T_JO_1882",,,,,"jhm","08_28_02_14:09:51","jhm","08_28_02_14:10:28"
"MW_JO_910","JO",910,"T_JO_1921","28_2_1662","02_28_62_00:00:00","Denounced","A_JO_3084","Margrat","NcWilliam","T_JO_1882",,,,,"jhm","08_28_02_14:11:35","jhm","08_28_02_14:12:21"
"MW_JO_911","JO",911,"T_JO_1889","22_1_1662","01_22_62_00:00:00","Denounced","A_JO_3086","Jonet","Morisone","T_JO_1884",,,,,"jhm","08_28_02_14:26:10","jhm","08_28_02_14:26:42"
"MW_JO_912","JO",912,"T_JO_1890","22_1_1662","01_22_62_00:00:00","Denounced","A_JO_3086","Jonet","Morisone","T_JO_1884",,,,,"jhm","08_28_02_14:27:11","jhm","08_28_02_14:27:27"
"MW_JO_913","JO",913,"T_JO_1922","22_1_1662","01_22_62_00:00:00","Denounced","A_JO_3086","Jonet","Morisone","T_JO_1884",,,,,"jhm","08_28_02_14:29:50","jhm","08_28_02_14:30:32"
"MW_JO_914","JO",914,"T_JO_1887","22_1_1662","01_22_62_00:00:00","Denounced","A_JO_3086","Jonet","Morisone","T_JO_1884",,,,,"jhm","08_28_02_14:30:41","jhm","08_28_02_14:31:00"
"MW_JO_915","JO",915,"T_JO_1888","22_1_1662","01_22_62_00:00:00","Denounced","A_JO_3086","Jonet","Morisone","T_JO_1884",,,,"confronted_by_Morisone_on_5_2_1662","jhm","08_28_02_14:32:26","jhm","08_28_02_15:53:28"
"MW_JO_916","JO",916,"T_JO_1912","22_1_1662","01_22_62_00:00:00","Denounced","A_JO_3086","Jonet","Morisone","T_JO_1884",,,,,"jhm","08_28_02_14:33:03","jhm","08_28_02_14:33:18"
"MW_JO_917","JO",917,"T_JO_1891","22_1_1662","01_22_62_00:00:00","Denounced","A_JO_3086","Jonet","Morisone","T_JO_1884",,,,,"jhm","08_28_02_14:34:30","jhm","08_28_02_14:34:48"
"MW_JO_918","JO",918,"T_JO_1894","22_1_1662","01_22_62_00:00:00","Denounced","A_JO_3086","Jonet","Morisone","T_JO_1884",,,,"Morisone_claimed_that_McNeill_healed_a_child_by_using_a_string_knotted_with_beads.","jhm","08_28_02_14:35:27","jhm","08_28_02_14:36:43"
"MW_JO_919","JO",919,"T_JO_1909","22_1_1662","01_22_62_00:00:00","Denounced","A_JO_3086","Jonet","Morisone","T_JO_1884",,,,,"jhm","08_28_02_14:39:21","jhm","08_28_02_14:39:35"
"MW_JO_920","JO",920,"T_JO_1910","22_1_1662","01_22_62_00:00:00","Denounced","A_JO_3086","Jonet","Morisone","T_JO_1884",,,,,"jhm","08_28_02_14:40:42","jhm","08_28_02_14:41:04"
"MW_JO_921","JO",921,"T_JO_1920","22_1_1662","01_22_62_00:00:00","Denounced","A_JO_3086","Jonet","Morisone","T_JO_1884",,,,,"jhm","08_28_02_14:43:34","jhm","08_28_02_14:44:00"
"MW_JO_922","JO",922,"T_JO_1923","22_1_1662","01_22_62_00:00:00","Denounced","A_JO_3086","Jonet","Morisone","T_JO_1884",,,,,"jhm","08_28_02_14:46:15","jhm","08_28_02_14:46:28"
"MW_JO_923","JO",923,"T_JO_1924","22_1_1662","01_22_62_00:00:00","Denounced","A_JO_3086","Jonet","Morisone","T_JO_1884",,,,,"jhm","08_28_02_14:53:38","jhm","08_28_02_14:54:59"
"MW_JO_924","JO",924,"T_JO_1925","22_1_1662","01_22_62_00:00:00","Denounced","A_JO_3086","Jonet","Morisone","T_JO_1884",,,,,"jhm","08_28_02_14:55:35","jhm","08_28_02_14:55:54"
"MW_JO_925","JO",925,"T_JO_1926","26_3_1662","03_26_62_00:00:00","Denounced","A_EGD_1531","Issobell_More","McKaw","T_JO_1914",,,,,"jhm","08_28_02_15:06:51","jhm","08_28_02_15:09:06"
"MW_JO_926","JO",926,"T_JO_1927","26_3_1662","03_26_62_00:00:00","Denounced","A_EGD_1531","Issobell_More","McKaw","T_JO_1914",,,,,"jhm","08_28_02_15:10:36","jhm","08_28_02_15:11:24"
"MW_JO_927","JO",927,"T_JO_1928","26_3_1662","03_26_62_00:00:00","Denounced","A_EGD_1531","Issobell_More","McKaw","T_JO_1914",,,,,"jhm","08_28_02_15:12:27","jhm","08_28_02_15:13:15"
"MW_JO_928","JO",928,"T_JO_1929","26_3_1662","03_26_62_00:00:00","Denounced","A_EGD_1531","Issobell_More","McKaw","T_JO_1914",,,,,"jhm","08_28_02_15:14:52","jhm","08_28_02_15:15:36"
"MW_JO_929","JO",929,"T_JO_1926","26_3_1662","03_26_62_00:00:00","Denounced","A_EGD_1530","Jonet","McIllmartine","T_JO_1885",,,,,"jhm","08_28_02_15:18:02","jhm","08_28_02_15:36:27"
"MW_JO_930","JO",930,"T_JO_1930","26_3_1662","03_26_62_00:00:00","Denounced","A_EGD_1530","Jonet","McIllmartine","T_JO_1885",,,,,"jhm","08_28_02_15:20:07","jhm","08_28_02_15:36:45"
"MW_JO_931","JO",931,"T_JO_1898","26_3_1662","03_26_62_00:00:00","Denounced","A_EGD_1530","Jonet","McIllmartine","T_JO_1885",,,,,"jhm","08_28_02_15:22:10","jhm","08_28_02_15:36:16"
"MW_JO_932","JO",932,"T_JO_1931","26_3_1662","03_26_62_00:00:00","Denounced","A_EGD_1530","Jonet","McIllmartine","T_JO_1885",,,,,"jhm","08_28_02_15:25:18","jhm","08_28_02_15:37:12"
"MW_JO_933","JO",933,"T_JO_1928","26_3_1662","03_26_62_00:00:00","Denounced","A_EGD_1530","Jonet","McIllmartine","T_JO_1885",,,,,"jhm","08_28_02_15:26:49","jhm","08_28_02_15:36:04"
"MW_JO_934","JO",934,"T_JO_1929","26_3_1662","03_26_62_00:00:00","Denounced","A_EGD_1530","Jonet","McIllmartine","T_JO_1885",,,,,"jhm","08_28_02_15:27:55","jhm","08_28_02_15:37:50"
"MW_JO_935","JO",935,"T_JO_1932","28_1_1662","01_28_62_00:00:00","Denounced","A_EGD_1519","Margaret","NcLevin","T_JO_1879",,,,"NcLevin_claimed_that_this_'young_lass,_black_haired,_broad_faced,_mirry_disposed_was_maiden_at_a_meitings'_-_attended_witches_meetings.","jhm","08_28_02_15:59:37","jhm","08_28_02_16:01:15"
"MW_JO_936","JO",936,"T_JO_1933","29_1_1662","01_29_62_00:00:00","Denounced","A_EGD_1519","Margaret","NcLevin","T_JO_1879",,,,,"jhm","08_28_02_16:04:14","jhm","08_28_02_16:05:10"
"MW_JO_937","JO",937,"T_JO_1913","29_1_1662","01_29_62_00:00:00","Denounced","A_EGD_1519","Margaret","NcLevin","T_JO_1879",,,,,"jhm","08_28_02_16:08:09","jhm","08_28_02_16:08:44"
"MW_JO_938","JO",938,"T_JO_1950","29_1_1662","01_29_62_00:00:00","Denounced","A_EGD_1519","Margaret","NcLevin","T_JO_1879",,,,,"jhm","08_29_02_16:41:08","jhm","08_29_02_16:42:21"
"MW_JO_939","JO",939,"T_JO_1954","19_2_1597","02_19_97_00:00:00","Witchcraft_Precedent","A_EGD_2066","Isobel","Cockie","T_JO_1293",,,,"Cockie_claimed_that_she_taught_Makkie_witchcraft._Also_noted_that_she_had_died_in_prison.","jhm","09_05_02_15:21:56","jhm","10_10_02_11:21:32"
"MW_JO_940","JO",940,"T_JO_540",,,"Denounced","A_EGD_2270","Elspeth","Cant","T_JO_515",,,,,"jhm","09_09_02_16:14:29","jhm","09_09_02_16:15:12"
"MW_JO_941","JO",941,"T_JO_2162","20_8_1661","08_20_61_00:00:00","Known_Witch","A_EGD_389","Jonet","Miller","T_LA_261",,,,"Miller_mentioned_her_after_she_had_been_tried.","jhm","09_17_02_10:58:12","jhm","11_06_02_13:08:03"
"MW_JO_942","JO",942,"T_JO_2163","8_1649","08_01_49_00:00:00","Denounced","A_JO_2931","Jonet","Boswell","T_JO_1448","8_1649",,,"Boswell_named_Thomsone","jhm","09_26_02_12:23:37","jhm","09_26_02_13:38:50"
"MW_JO_943","JO",943,"T_JO_1449",,,,,,,,,,,,"jhm","09_26_02_12:27:35","jhm","09_26_02_12:30:41"
"MW_JO_944","JO",944,"T_JO_2164","4_1661","04_01_61_00:00:00","Denounced","A_EGD_10","Mareon","Quheitt","T_JO_1712",,,,"Quheitt_named_Crafford.","jhm","09_26_02_14:49:53","jhm","09_26_02_14:51:09"
"MW_JO_945","JO",945,"T_JO_2164",,,"Denounced","A_EGD_12","Jonet","Carfrae","T_JO_1790",,,,,"jhm","09_26_02_14:51:11","jhm","10_25_02_18:26:35"
"MW_JO_946","JO",946,"T_JO_1043","4_1661","04_01_61_00:00:00","Denounced","A_EGD_514","Elspeth","Tailyeor","T_JO_1713",,,,,"jhm","09_26_02_14:57:38","jhm","09_26_02_15:00:29"
"MW_JO_947","JO",947,"T_JO_1043","4_1661","04_01_61_00:00:00","Denounced","A_EGD_11","Margaret","Bartilman","T_JO_1789",,,,,"jhm","09_26_02_15:00:32","jhm","09_26_02_15:05:24"
"MW_JO_948","JO",948,"T_JO_1043","4_1661","04_01_61_00:00:00","Denounced","A_EGD_10","Mareon","Quheitt","T_JO_1712",,,,,"jhm","09_26_02_15:05:24","jhm","09_26_02_15:05:43"
"MW_JO_949","JO",949,"T_JO_1043","4_1661","04_01_61_00:00:00","Denounced","A_EGD_12","Jonet","Carfrae","T_JO_1790",,,,,"jhm","09_26_02_15:05:45","jhm","09_26_02_15:06:05"
"MW_JO_950","JO",950,"T_JO_2165","4_1661","04_01_61_00:00:00","Denounced","A_EGD_514","Elspeth","Tailyeor","T_JO_1713",,,,,"jhm","09_26_02_15:07:42","jhm","09_26_02_15:08:04"
"MW_JO_951","JO",951,"T_JO_2165","4_1661","04_01_61_00:00:00","Denounced","A_EGD_11","Margaret","Bartilman","T_JO_1789",,,,,"jhm","09_26_02_15:08:06","jhm","09_26_02_15:08:29"
"MW_JO_952","JO",952,"T_JO_2165","4_1661","04_01_61_00:00:00","Denounced","A_EGD_10","Mareon","Quheitt","T_JO_1712",,,,,"jhm","09_26_02_15:08:31","jhm","09_26_02_15:08:48"
"MW_JO_953","JO",953,"T_JO_2165","4_1661","04_01_61_00:00:00","Denounced","A_EGD_12","Jonet","Carfrae","T_JO_1790",,,,,"jhm","09_26_02_15:08:50","jhm","09_26_02_15:09:22"
"MW_JO_954","JO",954,"T_LA_1317","4_1661","04_01_61_00:00:00","Denounced","A_EGD_514","Elspeth","Tailyeor","T_JO_1713",,,,,"jhm","09_26_02_15:09:31","jhm","09_26_02_15:09:57"
"MW_JO_955","JO",955,"T_LA_1317","4_1661","04_01_61_00:00:00","Denounced","A_EGD_11","Margaret","Bartilman","T_JO_1789",,,,,"jhm","09_26_02_15:10:00","jhm","09_26_02_15:10:14"
"MW_JO_956","JO",956,"T_LA_1317","4_1661","04_01_61_00:00:00","Denounced","A_EGD_10","Mareon","Quheitt","T_JO_1712",,,,,"jhm","09_26_02_15:10:16","jhm","09_26_02_15:10:31"
"MW_JO_957","JO",957,"T_LA_1317","4_1661","04_01_61_00:00:00","Denounced","A_EGD_12","Jonet","Carfrae","T_JO_1790",,,,,"jhm","09_26_02_15:10:34","jhm","09_26_02_15:11:08"
"MW_JO_958","JO",958,"T_LA_1316","4_1661","04_01_61_00:00:00","Denounced","A_EGD_514","Elspeth","Tailyeor","T_JO_1713",,,,,"jhm","09_26_02_15:11:19","jhm","09_26_02_15:11:36"
"MW_JO_959","JO",959,"T_LA_1316","4_1661","04_01_61_00:00:00","Denounced","A_EGD_11","Margaret","Bartilman","T_JO_1789",,,,,"jhm","09_26_02_15:11:39","jhm","09_26_02_15:11:55"
"MW_JO_960","JO",960,"T_LA_1316","4_1661","04_01_61_00:00:00","Denounced","A_EGD_10","Mareon","Quheitt","T_JO_1712",,,,,"jhm","09_26_02_15:11:57","jhm","09_26_02_15:12:11"
"MW_JO_961","JO",961,"T_LA_1316","4_1661","04_01_61_00:00:00","Denounced","A_EGD_12","Jonet","Carfrae","T_JO_1790",,,,,"jhm","09_26_02_15:12:13","jhm","09_26_02_15:12:48"
"MW_JO_962","JO",962,"T_JO_2166","4_1661","04_01_61_00:00:00","Denounced","A_EGD_514","Elspeth","Tailyeor","T_JO_1713",,,,,"jhm","09_26_02_15:13:03","jhm","09_26_02_15:13:26"
"MW_JO_963","JO",963,"T_JO_2166","4_1661","04_01_61_00:00:00","Denounced","A_EGD_11","Margaret","Bartilman","T_JO_1789",,,,,"jhm","09_26_02_15:13:28","jhm","09_26_02_15:13:47"
